,text,label
13204,生氣了,negative
27442,林冠州的跳發真的好強，雖然卦網了,positive
8849,有勝負預測投票嗎 笑得满地打滚 ,positive
9217,現場好多人,positive
17229,大家知道k先生是專門來嘴臭的，大家可以不用理他,negative
30038,開開心心,positive
2365,噁心官僚,negative
21962,頭撞廣告板 哭  哭  哭 ,negative
17185,高 應該可以繼續打 待國家隊 人才,positive
32215,不服來辯,negative
28779,好明白了谢谢！,positive
7180,對啊 光頭王講得很好,positive
1045,一個問號把大家嚇跑ㄌ,negative
30308,蠻好奇的,positive
29774,傻眼,negative
12158,大扭的話有很久,negative
20478,超好笑,positive
15522,今年best 2.,positive
32161,好險⋯⋯,positive
3929,哇!!!,positive
9961,ke hui 给她高球,positive
27285,真的 進步超多的,positive
10917,超好笑,positive
32149,宛芸！,positive
9367,運氣真的很差,negative
21664,簡老師我的超人,positive
8981,打到手算犯規,negative
13307,姿姐好漂亮～,positive
21246,開心打球,positive
31796,天然的最好 XD,positive
9344,感覺整個聯賽體制就是社會運動風氣縮影，每個環節都不是很認真，過過場,negative
10796,nice Game!!!,positive
26133, 笑哭了  笑哭了 ,negative
10552,貼錯啦XD,negative
13942,我快吐了,negative
31068,是啊～她們都很可愛 喜笑颜开 ,positive
18587,分數怎麼那麼慘,negative
19984,Bia 開啟霸王式霸氣,positive
25784,偉祥!,positive
5660,好多人期待這場,positive
5034,謝謝ＨOP Sports,positive
12599,扯球品的根本傻 這樣代表他們有認真打,negative
9478,跳太高被雷批到,negative
29682,太扯,negative
9232,你搞個10隊 公司就虧死,negative
6419,太跨張,negative
20661,ㄨㄟˇ軒是誰啦 念錯好幾次 累死了 ,negative
25484,兩隊都好棒,positive
15347,如果越長越好，乾脆改成正規局數12局,positive
6072,冠州太棒了,positive
22794,bagunas lodi,positive
22617,兩隊真的都打很好,positive
10793,被打懵了,negative
13147,笑死,negative
19831,很明顯一邊比較有活力,positive
7577,自以為很幽默,positive
20768,佩彰真棒,positive
29898,阿龍就開心打球就好！（單他身體素質太好了）,positive
14378,上禮拜也輸台慘,negative
14080,我的心臟不好,negative
21868,周子揚配得好,positive
11117,西米現在是有傷?,negative
1888,喜歡王艾士,positive
21451,哇！余老師！,positive
15850,大家快參加聖誕禮物抽獎，頭獎三千萬！,positive
32136,也太拉鋸,negative
17743,口誤啊，差點噴飯,negative
16158,林志勇也是豐商掛的,positive
20453,拐氣,negative
31711,誒不行,negative
29606,kerker 每場都這樣習慣就好 而且超愛洗版,positive
14297,歡迎外國的球迷 xd,positive
25050,怎麼今天不比愛心了,negative
17599,亞理的親子歡樂時光,positive
32508,bawi next set!,positive
31127,溫！,positive
27309,啊就每次都要吵這個啊ㄏ,negative
22644,好大力,positive
6139,一時亂流,negative
23956,漂亮,positive
10891,打到頭髮都亂了,negative
9980,藉口很多的JAY,positive
6700,感覺有機會OUT,positive
31697,這句太不順了,negative
28004,祝早日康復,positive
28052,單手長攻太鬼了,negative
8737,好狠,positive
32732,SUNNY隔空喊話真的好好笑XD,positive
8065,街的漂亮,positive
12759,偏偏她受傷,negative
26685,這樣比較好吧,positive
25121,之前看過SUNNY哥的專訪，真的很勵志!!!,positive
4695,漂亮的你來我往,positive
16605,好的明白谢谢,positive
24487,好啦~~我轉台了,positive
9741,確實,positive
29481,Bia真心強,positive
21250,確實,positive
9703,氣斷了,negative
10911,Hi Myleen!,positive
14609,太哭了吧,negative
18922,差滴,negative
4338,上次桃園球場就很有規模啊,positive
27290,小温身體不舒服,negative
6528,手腕漂亮 ,positive
22541,阿茂這樣不行,negative
5804,笑死,negative
11942,什麼臭,negative
29439,算新的 也不算新的XD,neutral
28917,球太低,negative
31950,漂亮,positive
19262,有點尬,negative
9994,這場太難了,negative
22650,大家都去看Howard了 笑得满地打滚 ,positive
6080,上一場太熱血了,negative
322,真的很難回答,negative
3677,:elbowcough::elbowcough::elbowcough:收納ㄧ勝,positive
30283,黃鷹今晚加雞腿了(吃同類 笑得满地打滚  笑得满地打滚 ,positive
25725,我也超想看,positive
19605,我錯了 ,negative
31594,歡迎各種氣質的都來ww,positive
21535,快中風,positive
1228,甩鞭 芳瑜也不錯,positive
27558,還好911雙炮給力,positive
12785,顏面崩壞球,negative
4628, 笑得满地打滚  笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
16224,穩定供電,positive
3312,時間過好快 當初看熙鈞才高中,positive
17669,已經噴汗了,negative
29563,復仇成功！！！！！！！！,positive
20917,石川祐希,positive
29030, 怒火中烧 ,negative
14604,我想念培宏,positive
4035,外場可怕,negative
8640,賄選北市大 我覺得和受傷復健有關係吧,negative
29488,好敢發,positive
31285,打錯了XD,negative
28542,我也喜歡,positive
17886,太意外了…,negative
17288,聰明,positive
15824,剛上場就很強了,positive
16518,喔天⋯⋯輸慘了,negative
3294,感謝,positive
12396,我最不喜欢Santos的是，赢球了还不和队友鼓励，你让队友怎么想？,negative
7959,"多點開花, 開心打球",positive
1697,真的瘋掉...,negative
21114,吉祥物有夠靠背,positive
19220,好歡樂喔 剛剛那球,positive
8066,心臟痛,negative
16698,太可愛了吧,positive
27557,"@Anne L Eto naman, parang bago sa ganitong sports... Let them celebrate the way they know how.",positive
21813,有夠強的啦,positive
3308,雙方激烈,positive
22868,這直線太狠了,negative
23895,霸氣一笑,positive
30800,因為兩手壓上去，和右手使力還是有差的,negative
12231,劉太聽話 笑哭了 ,negative
524, 笑得满地打滚  笑得满地打滚 ,positive
1260,超恐怖,negative
30236,主持人好專業,positive
24990,不敢相信......,negative
18821,超級好笑,positive
32075,笑死,negative
12022,小鋼炮好可愛,positive
30305,美送,positive
2663,以任好婆,positive
2533,清芳老師好中立 xdd,positive
1786,為什ㄇ沒有情為ㄌ,neutral
28726,中間給多一點好嗎～～,positive
4898,我要笑死,negative
11287,4分差嘍…,negative
28018,專注力也是非常重要，要很ㄍ一ㄥ，堅持不容易，絕對要加強,positive
25107,土味十足,positive
12696,佳音英語,positive
23890, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
19056,抗分的人 都太心疼了 放声大哭 ,negative
17396,抹得漂亮,positive
23666,lovescar,positive
26056,哈,positive
32019,吵起來是為了更爛的明天,negative
1423,差點輪錯?,negative
17509,好嘴哦 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
24567,傻眼,negative
7578,小幼好率~~~,positive
26943,好聽就是要多聽 聽一次少一次,positive
8854,跳太高所以膝蓋痛啦 笑哭了 ,negative
25820,我相信絕地反攻,negative
13819,棉花糖今日的手感好熱 做成心形的双手 ,positive
4493,勢不可擋的互相對殺啊！,negative
392,還好啦 這兩個人撲就相撞了,positive
29530,傻眼 亂打了,negative
19305, 聚会笑脸 ,positive
16519,已分享,positive
24184,肯定要藏,positive
26695,黃文彥也變太胖,negative
28656,滯空能力好久,positive
4149,Hello:goodvibes:,positive
2402,謝謝你,positive
23105, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
19905,殺人阿....,negative
17691,Im on the edge of my seat. Good gracious!!!!,positive
27275,去現場就會發現很多角落的好位置,positive
13278, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
6936,開始發功,positive
6970,訓練強度更強了,positive
17991,哇太扯了,negative
14879,nice,positive
10328,表情很豐富ww,positive
19006,修太爛了吧,negative
1477,沒錯，你說得對。,positive
6283,有戲,positive
14705,身高還是明顯的優勢，不然打國際賽每次對面都巨人陣,positive
2537,謝謝你 举双手 中等浅肤色 ,positive
10145,炸裂炸裂啦,negative
5030,搞不好有的是因為被罵得太難聽假裝看不到(?,negative
25141,你好,positive
4064,平分啊,neutral
18760, 喜笑颜开 ,positive
25719,好強,positive
12085,真的精采,positive
11334,哇哇哇哇,positive
1896,董事長面有難色,negative
21861,哈,positive
24172, 得意 ,positive
4514,好高,positive
16058,太爛了 今天的機器都卡卡的,negative
3945,可以問一下入選國家隊名單的感想,positive
32330,好喜翻好想被釘,positive
30645,軒軒我愛你,positive
3779, 花痴的猫 ,negative
8937,哇！連發9球,positive
10503,笑死,negative
24851,可惡，六點半上班啊,negative
19619,藍家割包好吃,positive
28809,嚇死 被那個欸嚇死,negative
7364,暈了 喜笑颜开 ,positive
31508,看到有點難過 累 ,negative
2410,好想看五局 四局也好⋯,positive
32232,@Azriel 瞭解，感謝你,positive
2491,籃排都喜歡 不知看哪台XD,positive
29490,????為啥不行,negative
5970, 猪鼻子 ,negative
18904,小黑的手腕很鬼,negative
25876,太扯了,negative
10559,就是大家都很亂的感覺,negative
4004,小幼是鬼！,negative
17126,請準備好比基尼給我 謝謝,positive
14953,大家可以回家啦,positive
279,身體不舒服,negative
26347,生氣了……,negative
12273,可惡QQ,negative
28984,Bia沒錯,positive
8250,預感 爆掉,negative
11046,嗨了 笑得满地打滚 ,positive
24953,獨尷尬不如眾尷尬,negative
14905,給曉珮阿,positive
13288,磅數真的很重,negative
13121,哇～,positive
6210,2次失敗的機會,negative
18026,跟是不是故意沒關係吧,neutral
25847,我也支撐,positive
4673,go lasalle! fight lasalle,positive
3764,線審：怕…,negative
25140,那個動作太敗了影響中立球迷ＸＤ,negative
3879,This is crazy,negative
25228,我也有看..蘇大哥,positive
18304,遲早要改朝換代的，一直捨不得痛也不行,negative
12107,笑死,negative
13562,真低慘,negative
29721,JAY呢 崩潰了嗎,negative
7545,今年最好的洋將肯定是carla,positive
15295, 笑得满地打滚 ,positive
17184,超適合,positive
25431,準備開暖氣,positive
1556,好好笑大家主將都不要上XD,positive
28516,好難說喔，狀態低迷,negative
21409,可甜,positive
13820,平了,neutral
5892,今年女排哪隊都有機會!!,positive
4691,可愛,positive
20515, 云  云  云  云  得  得  得  得 ,positive
23578,還好啦 至少不是晚接早 笑哭了 ,positive
10075,擦地!!!,negative
27461,戴真的太六,negative
24695,九千 双感叹号 ,positive
24662,啥 誰球品不好,negative
10587,竟然差距6分  吓死了 ,negative
29073,巒今天的狀況很不錯 拇指向上 ,positive
16533,菲也有不理性球迷  斜眼笑  ,negative
14988,合體技,positive
27491,愛熊熊,positive
10813,兩隊戰力都滿分 有戲,positive
73,溪米我大哥,positive
31877,太精采了吧,positive
1451,張佑晨這禮拜強歐,positive
17556,放的也太刁鑽,negative
8867,又平了,neutral
24794,早餐店漢堡  笑得满地打滚 ,positive
22256,Bia還年輕又喜歡臺灣 歸化可能真的有希望,positive
10711,沒聲音,neutral
10605,可喜可賀,positive
6876,球特別喜歡線審,positive
28596,強力Carry,positive
19246,nice one !!!,positive
14030,那球 差很多ＸＤ,negative
17831,核心能力夠,positive
3573,喜歡排球的都是正妹,positive
29428,好地獄,positive
1151,控制的相當完美啊,positive
29497,這個持球真的蠻奇怪的,negative
15586,重扣接的漂亮,positive
25757,宜輝整個反應 害怕 ,negative
4499,看到那兩人就覺得討厭,negative
26316,強,positive
6796,國軍的力量！,positive
31238,小夥伴們下禮拜見 喜笑颜开  做成心形的双手 ,positive
25663,謝謝,positive
19459,身材優勢！,positive
29662,用實力說話 好屌,positive
25692,一裁脾氣好好 拇指向上 ,positive
18511,創造奇蹟！,positive
25522,臭臭,negative
1377,挖  吓死了  吓死了  吓死了 ,negative
20406,說到是棒球吧,positive
3937,Good shot,positive
30336,地板痛痛,negative
26459,笑死,negative
22842,花錢看人家練習生練習,positive
12374,東南西北田有志,positive
13883,兵敗如山倒',negative
4324,niceeeeee,positive
19711,10下 笑得满地打滚 ,positive
3230,哇哇,positive
18181,一分差,negative
18628,拜了,positive
26582,差滴,negative
6742,受傷了,negative
10644,太棒,positive
16724,比愛心啦拜託,positive
4054,好欸,positive
32840,笑死還要被黑喔 是在亂帶風向？,negative
12439,都是鮮肉 滿滿的,positive
5641,哇!,positive
22195,簡老師講話很好聽,positive
19825,已分享喔,positive
28623,放輕鬆 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
14402,阿飛哪裡受傷了,negative
27359,不認真聽被罵,negative
9158,別受傷呀,negative
26991,不錯喔,positive
27599,好敢打,positive
11612,太扯,negative
15117,打太極? 打太急?,negative
23582,真的很聰明欸,positive
23882,深呼吸啊,positive
16471,確實犏炫,positive
28763,感恩,positive
25941,感謝國家栽培的意思,positive
5566,好會守*,positive
10972,有得看了,positive
20018,漂亮,positive
30879,太精采了這場!!,positive
27362,出手真快,positive
15126,剛剛怪怪的,negative
13243,線審很可愛 別打她,positive
4530,歡迎雞腿堡置入,positive
32377,有心事,positive
2621,我一個都不認識。,neutral
460,超級棒 ,positive
7992,CONTI今天不錯ㄟ,positive
1318,李權宏是今天受傷的嗎,negative
17978,明天的比賽更硬 含泪的笑脸 ,negative
21594,這題是陷阱吧,negative
5971,太誇張,negative
1383,好好打,positive
30864,真的這服這些熱情球迷…,positive
23818,應該採訪問一兩個優修表現的說,positive
25579,排球特點之一：站對位置就有機會XD,positive
26298,必勝,positive
15733, 笑哭了 ,negative
4456,哦哦感謝說明,positive
9959,挖薩~~這麼激烈,positive
7252,建禎！,positive
27846,很台中可以,positive
8790, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
30058,中壢今天很冷嗎 恳求的脸 ,negative
14284,殺爆,negative
4203,這下真的是跌破眼鏡了.....XD,negative
24548,笑死唯恐,negative
6563,兩隊都很強,positive
21364,:yougotthis:真傷人,negative
2056,聰明,positive
3731,超棒～,positive
20536,笑死xd壞孩子,negative
102,這球好忙,positive
3901,歌名：Here Comes The Boom!,positive
23188,手動封會更好,positive
14843,哇~,positive
3028,好啦 二個髮型不同,positive
29656,漂亮,positive
12776,Oo bago lang yang WS sa TOP,positive
645,好愛這場哦,positive
13374,子彈隊不錯,positive
23497,笑死,negative
20257,太陽的行銷 人氣 一級棒,positive
29453,5個數值在中間的,positive
31810,手太長,negative
30775,痛風不方便,negative
16262,因為雙目說他直接出會場，感覺偏嚴重,negative
27724,好像大學生啦啦隊喔,positive
12469,HotPot可以當國手喔,positive
7914,林育騰哈囉,positive
22890,佑晨越打越好,positive
3859,很會,positive
13517,好棒的攻防一波,positive
32870,愛熊熊,positive
21271,Bazookaaaa!!,positive
7167,大家可以回家啦,positive
14330,你好我在台灣的朋友,positive
15649,超可愛 好像是素顏,positive
2377,超危險啊,negative
17181,太貼,negative
10268,超扯,negative
23124,阿暉！,positive
20735,大家都是功臣,positive
13689,宇呈好敢給,positive
294,有戲喔,positive
4732,我也覺得,positive
16001,又平了,neutral
19878,不確定就公正 什麼鬼話,negative
13222,出手好快喔,positive
27312,他身高硬傷 ,negative
30673,頭疼,negative
9837,賣光光,positive
11593,一堆愛心XD,positive
18729,沈才來沒多久而已配合還是要熟一點比較好,positive
12593,這顆有凶,negative
31659,逆轉勝,positive
25718,好險今天只有一場,positive
33,慶祝魔獸處女秀大成功,positive
17275,沒聲音不開心,negative
11091,大家都美美的,positive
15584,真假那么夸张,negative
28625,這球超力,positive
6834,是被壓著打嗎,negative
4482, 哈哈 ,positive
4194,錯的事情不是現在才公佈,negative
2893, 胜利手势  胜利手势  胜利手势 ,positive
30966,開心,positive
2503,內工對豐商,positive
21130,我先去買個保險好了,positive
8460,球品真差,negative
19381,太誇張賞心悅目了,positive
23245,太亂了吧,negative
31123,冠軍！！！！！！！,positive
22639,沈受伤还没好吗？,negative
32722,心情有差,negative
12694,當媽媽了都好正,positive
18671,好可愛,positive
3622,All the best to both teams,positive
18965,Bye Marc 笑得满地打滚 ,positive
17597,平了,neutral
21376, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
2363, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
32114,直接歪樓,negative
10164,他的靈魂有在,positive
11801,難得出了個這麼優秀的大砲,positive
12405,有阿~~陳恩德,positive
6788,不錯 打手出界,positive
27024,華鈺聲音好響亮有夠可愛,positive
25223,共感 想一想 ,positive
11268,好準,positive
13573,大介可愛,positive
5372,好喜歡Bia多簽幾年吧 應該多少會講中文XD,positive
1028,黃!正!良!,positive
16550,那靠北好大聲,positive
22568,感覺今年很有看頭,positive
3265,這蠻好笑的,positive
21349,100 Ace,positive
7764,傻眼,negative
19411,去讀書好不好啊,negative
7562,體力下降的感覺,negative
1496,最愛聽他講解 很頂很會分析,positive
15615,傷爆,negative
19370,互讓 笑死,negative
3211,拉傷,negative
10995,笑死怎麼又是k,negative
9536,這場觀眾好多 ,positive
1879,受傷,negative
14057,超強!!,positive
30643,我們懷念她 笑得满地打滚 ,positive
26477,酷欸！,positive
30271,虐心劇場 之 十五分大決戰 …,negative
2065,喬喬可愛,positive
32564,熊班長的錯 恨熊熊,negative
22264,感謝,positive
28273,明顯越往,positive
6818,太難了,negative
24458,有機會 ,positive
7574,okay lang mag error si bry babawian naman ng sampu,negative
555,nice one,positive
23903,狀況不好就要換下去,negative
21013,荷蘭光頭比較強,positive
9261,球品決定高度,positive
14823,小祖宗真的好噁,positive
25021,笑死,negative
16905,libero god mode,positive
87,個人在場上很討厭遇到左撇子　．．,negative
13357,逆轉啦,positive
974,又嗨了 笑得满地打滚 ,positive
26982,年青小將立大功,positive
24488,有持球嫌疑,negative
2623,表示經驗很好啊 又不是貶義,positive
2874,舒服了,positive
13362,敢發敢打的程度差很多,negative
14002,發功,positive
31813,too much error,negative
31962,他抵抗排邪,negative
14479,好可愛 笑得满地打滚 ,positive
18807,走秀,positive
27916,真的感恩,positive
18001, OK 中等深肤色  OK 中等深肤色  OK 中等深肤色  OK 中等深肤色 ,positive
15096, OK  OK  OK ,positive
13934,球做給你 打給他死,negative
2857,下禮拜hvl好期待~,positive
17125,笑死,negative
20025,蠻難的,negative
25754,真的可以給些鼓掌了 不錯的前3局 各有不小亂流,positive
2249,吵起來 血流成河,negative
20554,再打大專絕對累死,negative
19915, 笑哭了 ,negative
19227,好啦 撈回來 ,positive
27547,冰箱好可愛 狗脸  狗脸 ,positive
13547,好美,positive
9508,注意安全！,positive
31225,笑死,negative
21341,好幸運！！！！！！！！,positive
8902,用力打有機會！,positive
28750,可愛,positive
31997,可愛,positive
11365,Taiwanese si Nehemiah.,positive
3936,哇哇哇,positive
27380,太兇了,negative
11257,老師新年快樂,positive
31999,援,positive
22688,@Chen Shipei 不，他被保護得很好,positive
17568,真的也很喜歡vivi媽媽,positive
27356,bia太兇拉,negative
9196,綜合體育館，做什麼比賽場地都可以，除了那種很大的球類比賽,positive
16490,可愛,positive
27396,Nice momentum ,positive
4969,我真的嚇到,negative
7700,笑死,negative
16021,悶悶der,negative
25015,感恩,positive
26259,好盡力,positive
11097,煜淳守得好,positive
11349, OK  OK  OK ,positive
3454,最多可以幾分,positive
12220,真的假的?,negative
31250,我也覺得這兩個洋將還好,positive
20136,這個分鏡 笑得满地打滚 ,positive
16007, 菲律宾  羞涩亲亲 ,negative
23575,太扯,negative
2850,這時候如果下場太傷了,negative
22675,謝謝大家,positive
26923, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
17690,沈中間受傷ㄌ,negative
8631,亂發,negative
28748,awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
15370,而且不只一個人戴 超好笑,positive
5404,胯下運球 笑得满地打滚 ,positive
3500,增加高度,positive
18739,被反超了,negative
24333,喜歡她再出現,positive
8045,元宵節快樂,positive
3345,對啊好喜歡漢娜,positive
4498,今天真的超級威 ,positive
21392,好奇+1,positive
16414,傻眼,negative
26007,後面一直有人不舒服真的 忍住泪水 ,negative
8551,很難 真的很難,negative
26885,真的好高 ,positive
13622,我知道呀~所以很期待,positive
9180, 头昏眼花 ,negative
18605,好 我會補位,positive
1603,紹平超可愛,positive
16882,大分三好的戰績太差的關係吧?一直墊底,negative
16091,喜歡冰箱的企聯可以繼續看他打大專盃喔！在台體是隊長大人 笑得满地打滚 ,positive
20141,niceeeee. love it,positive
4427,真的很難講,negative
14801,那个滑倒太好笑！！,positive
9119,其實他打大砲比較好,positive
6024, 恶心  恶心  恶心 ,negative
10709,謝謝,positive
17563,看阿璽打球好快樂XDDDDD,positive
19298,宇睿來啦！,positive
17634,超強,positive
28400, 吓死了  吓死了  吓死了 ,negative
10991,太轉了,negative
31561,霍華德！,positive
22742,謝謝  喜笑颜开 ,positive
870,漂亮,positive
26941,high jumper,positive
10948,好啦 多打一局才有練到  斜眼笑  ,positive
23068,權弘真的比較好,positive
4935, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
11489,超好笑,positive
1550,今年男女排實力應該都很接近,positive
4121,左手打4號位太吃虧了,negative
27510,死裡逃生,negative
2809,不能搞氣氛啦 這樣不好,negative
1991,熱身都要變冷了,negative
12852, 斜眼笑  好淡定,neutral
30120,謝囉,positive
15974,賞心悅目,positive
1596,今年中山工商的隊員 都是高個子的 很值得期待 未來,positive
32724,傷勢有影響吧！,negative
31642,笑死真的太扯啦,negative
22178,好飛,positive
8695,眼鏡容易被打爆XD,negative
10931,一個月60萬買三個ok,positive
801,高雄人真的比較熱情,positive
31654,不錯唷 繼續努力,positive
2885,是喔，感覺有點怪,negative
4934,沒人,neutral
7537,哇!,positive
2047,給學弟磨練磨練,positive
1226,恨熊熊是什麼梗,negative
10682,感覺可以ㄟ,positive
7609,也越界,positive
4040,撞牆了 笑哭了 ,negative
19075,天啊竟然漏球！,negative
7399,搞笑大師,positive
32483,而且身高一直是他的優勢,positive
27580,美金來台灣,positive
789,你的預測錯了,negative
22534,好水,positive
10839,宗宣是台灣最強嗎,positive
13174,蘇大哥..要多多支持學妹們哦~,positive
29290,鄧國雄我愛你,positive
12735,一分差了,negative
19139,谢谢回答！,positive
8983,太扯,negative
17002,nice 举双手  鼓掌 ,positive
14744,太扯 滑稽 ,negative
32597,Awesome game!!!,positive
4415,oo si lebron 笑得满地打滚 ,positive
7446,好痛！,negative
7737,驚心動魄的大大大逆轉！！,positive
2061,哇哇哇哇哇,positive
27397,沒錯,positive
31516,老外體格也太變態,negative
8357,真的，生活要顧,positive
30906,這有吸吧,positive
23056,體育風氣差，大概是因為福利太差吧,negative
2652,主審臉很歪欸,negative
11743,感覺 苗栗國家隊不錯,positive
20520,是一個好好磨練的經驗,positive
18723,西田有志,positive
22950,cla ata marami.,negative
32079,有什麼好嘲諷...,negative
32635,嘉軒守得好,positive
15213,慘不忍睹，跟嬰兒一樣⋯,negative
7033,煜淳剛剛偷挖鼻孔結果被錄到笑死,negative
4089,好好笑好可愛,positive
25619,主審現在很尷尬,negative
19144,快點讓他收操 他感覺真的很無奈,negative
16584,這球漂亮～,positive
22327,LUCKY BALL~ GO!,positive
22934,中文課 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
18392,發呆?????,negative
10515,有夠美的啦,positive
15102,都是疫情惹的禍 XD,negative
29960,笑死,negative
3605,感覺這場球 要天冷了,negative
9451,大鯨魚好可愛,positive
22224,感謝大大解釋,positive
2408,比較喜歡恩崇講話,positive
10388,感謝,positive
14175,頭好痛,negative
3959,i love number 6,positive
1811,nice,positive
11089,好棒,positive
7356,這麼好的機會,positive
22102,莉君好強喔,positive
28203,nice,positive
30418,難啊,negative
4779,也太  笑得满地打滚 ,positive
24287,好痛!!!!!!,negative
18497,那是慘叫,negative
24691,朱嘴巴歪歪,negative
24465,差滴,negative
21799,粗暴言論DUCK不必,negative
2039,感覺手指會被打骨折⋯⋯,negative
11556,今年的康踢拼勁也十足 希望能拿下第二勝,positive
31584,好誇張,positive
815,dami error,negative
27792,要破除魔咒了嗎 笑哭了  笑哭了 ,negative
7011,覺得無聊還看 屁孩喔,negative
6469,有機會嘍,positive
23997,吃肉包吃到噎死,negative
744,國軍是超人！！,positive
6431,一直被冰，然後上來和隊友配不好，再被換下去繼續冰,negative
5131,kakaba naman to! close flight!!!,positive
7727,被玻璃渣打爆囉 愛心,positive
10380,專注力誰高 好運就在哪裡！,positive
31538,好好笑,positive
30106,好險喔,positive
24720,好好笑,positive
26800,第五局球迷的福氣,positive
4785,讓五分超級好笑,positive
155,謝謝陪我聊天的線上朋友,positive
31290,啥鬼....,negative
15277,封鎖，很吵,negative
25621,好了,positive
11419,好了啦別秀下限了,positive
389,傻眼,negative
32467,新年快樂,positive
12982,好會找妹子,positive
14715,換得好,positive
822,春米先來暖身啊,positive
8822,狀況好像都很好 恳求的脸 ,positive
24377,太拼了,negative
17792,國外球迷 熱情！,positive
24164,還笑笑的啊 還好,positive
31980,兩邊東歐合理,positive
25220,這個聯盟有很多可愛的男孩。 我想嘗嘗它們，因為它們太好吃了,positive
31860,許文誠真的很穩,positive
5362,這扭很大,negative
19399,完美結束,positive
23737,兩隊都很強,positive
23508,這球漂亮~~~,positive
26542,看吧 金髮女地雷上場就開始一直失分,negative
2909,我愛高橋藍,positive
20969,真的會哭啦,negative
25934,周子揚,positive
7064,節奏好像亂掉了,negative
13551,有越網嫌疑吧,negative
9725,太扯了,negative
22778, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
13015,受傷,negative
21061,心態爆炸,negative
32140,人太少了,negative
23198,美京,positive
32681,大家可以多多分享,positive
4803,失敗,negative
1305,不知道你是哪边的球迷，各国说法不统一，我经常雾煞煞,negative
27221,周今天手感不錯的感覺,positive
26384,@柯偉峰 再看看，哈阿哈,positive
12495,忘了訂便當  斜眼笑  好好笑,positive
4515,這球好直,positive
5754,Welcome ,positive
18182,要能接受落差感,negative
18146,分數給錯了,negative
24008,殺紅了眼,negative
7162,差1分 吓死了 ,negative
4795,不如上我們熊班長,negative
15167,小傑也在 笑得满地打滚 ,positive
18329,老闆不滿意了 苦笑 ,negative
9971,超強啊,positive
23860,my god,positive
30714,大家傻眼,negative
271,戴好強阿!!!!,positive
24790,可以喔,positive
30807,「接得很糟糕 笑哭了  笑得满地打滚 ,negative
22662,大力出奇蹟,positive
29129,美靜老師真的辛苦了,positive
19494,靠,positive
20139,哇哇哇心臟快不行了,negative
28212,這個賽制太扯吧,negative
22810,主審不行,negative
15950,好想去現場,positive
26959,好可愛哈,positive
1405,温！！！,positive
29147,戴看不下去了自己貓,negative
26363,宏敏怎麼說......好像表現沒宏傑好...,negative
15058,還有快,positive
6179,財力好難,negative
32448,乾銘修好胸喔,positive
14573,好酷,positive
2603,不要理他啦,negative
25772,差低,negative
13123,新年快樂！,positive
25467,這場比賽的節奏太拖了 有點煩躁,negative
22267,千萬不要認真，忘了熊熊吧,negative
24527,今天三場節奏都很快…,positive
12684,跳發不穩啊 ,negative
4036,分數也咬太緊了,negative
19337,喔這個好ㄟ,positive
911,感謝,positive
32577,巔峰光頭應該比較強,positive
25145,好想去~~~,positive
7996,一直高潮的部分,positive
24754,打法跟台灣有差,negative
9860,不好打的球他都打得過,negative
476,連假 鹽酥雞配企排真開心,positive
28741,阿菲的復健之旅,positive
18925,欣媛起飛,positive
6077,我真的要笑死了,negative
7859,感謝資訊,positive
27034,好了 下去 下一位,positive
18666,這兩天買票進場的真的值回票價,positive
7957,瘋掉 半個身體過網了。。,negative
674,有罵有差,negative
32358,oohh noh!!!!,negative
32005,雲林凱凱,positive
18338,場上好多跟華僑跟豐商,positive
32011,SARA的姿勢很不歐美,negative
7340,不錯喔,positive
22182,真的兩次明顯沒辦法,negative
3957,西米國中的時候真的很鬼，不像國中生,negative
22939,標楷體+新細明體 笑得满地打滚 ,positive
8122,祝福 梨 文在日本一帆風順,positive
7583,字體是真的醜,negative
17399,這樣輸真的嚇死人 對手是二軍啊,negative
18444,快快樂樂,positive
9238,又爆料！,negative
19408,一球定生死~,negative
27611,分數錯了,negative
11975,笑死,negative
27882,敲到腳，笑死,negative
24523,這季才剛開季....就說不夠好？,negative
4856,那愛心真的很敗,negative
30641,小妹妹們感覺有氣無力,negative
11086,現場體驗很好啊~~就是一種感受,positive
29946,東東也是滿穩定的一位,positive
28010,慘了慘了 放声大哭 ,negative
14250,謝謝,positive
13663,給我的,positive
21880,感覺手好痛,negative
5243,這假動作嗎 笑哭了 ,negative
32419,老了 比較怕死xd,negative
3126,謝謝,positive
3213,這顆打很好!,positive
