index,text,球迷的聊天,label_1,score_1,label_2,score_2
2084,蔡應該是單純就賽場表現小嘲諷一下,1,negative,0.6899497509002686,negative,0.999868869781494
2085,嘲諷跟慶祝只有一線之隔,1,negative,0.8714596629142761,negative,0.9999182224273682
2086,亞俱盃是5月,1,,,positive,0.6403746604919434
2087,恩不違規就是敗好感,1,negative,0.7109266519546509,negative,0.9998979568481444
2088,Sabi nya ok lang naman daw sila ng jowa nya,1,positive,0.5307031273841858,positive,0.999714195728302
2089,男排是5月份,1,,,negative,0.5542492270469666
2090,咩 閉嘴,1,negative,0.5575999617576599,negative,0.980315089225769
2091,對啊,1,positive,0.5753136277198792,negative,0.9988454580307008
2092,你要講這麼難聽,1,negative,0.5902710556983948,negative,0.9999395608901978
2093,閉嘴,1,,,negative,0.998903512954712
2094,笑死 不要上場是什麼鬼,1,negative,0.5953104496002197,negative,0.9999500513076782
2095,沾沒品,1,,,negative,0.9999549388885498
2096,千萬別嘲諷球品更重要,1,negative,0.8477321267127991,negative,0.9997358918190002
2097,好好笑大家主將都不要上XD,1,positive,0.8049026131629944,negative,0.992790699005127
2098,比愛心超像屁孩,1,positive,0.6987801194190979,negative,0.9998711347579956
2099,是啊 看那麼多年都沒看過 偏偏要在別人做過之後才做XD,1,,,negative,0.5572465658187866
2100,謝謝糾正,1,positive,0.8811426758766174,positive,0.9987536668777466
2101,主將不上我明天直接退票,1,,,negative,0.992218017578125
2102,你行你上,1,positive,0.5440325736999512,negative,0.5374422073364258
2103,你搞人家心態然後叫別人不要上場邏輯,1,,,negative,0.999931573867798
2104,哪裡啊比愛心,1,positive,0.944426953792572,negative,0.9994988441467284
2105,Mads Rvans 5pm,1,,,negative,0.6635153293609619
2106,要不要每球都低手送給你啊,1,,,negative,0.9982690811157228
2107,管人家要不要上場,1,,,negative,0.9984081387519836
2108,比愛心是哪一局,1,positive,0.8654333353042603,negative,0.9904474020004272
2109,剛好點進來看 好奇前面在說啥,1,positive,0.6479014158248901,positive,0.9999163150787354
2110,第四局,1,,,negative,0.9133657813072203
2111,冷靜 這個在職業運動都很正常 雖然我們是半職業,1,neutral,0.5380447506904602,positive,0.9761990308761596
2112,所以比愛心到底是幾分的時侯,1,positive,0.7760847210884094,negative,0.9990991353988647
2113,玻璃高度果然這樣 斜眼笑 太高容易摔碎,1,negative,0.7089848518371582,negative,0.9858193397521972
2114,比愛心就是嘲諷 拇指向下 ,1,,,negative,0.9998602867126464
2115,嘲諷很沒品,1,negative,0.8484911918640137,negative,0.9997367262840272
2116,那個真的針對感很重 尤其看好幾年了哪次看他這樣慶祝過了,1,positive,0.5445929169654846,negative,0.997724711894989
2117,k,1,,,negative,0.8993212580680847
2118,沒差拉 最終還是輸給了玻璃渣,1,,,negative,0.9999293088912964
2119,超沒品,1,negative,0.5064916610717773,negative,0.9999536275863647
2120,沒禮貌,1,neutral,0.5214858651161194,negative,0.9999545812606812
2121,玻璃心娃娃不管別人怎樣都覺得人家針對你們,1,,,negative,0.99996018409729
2122,正中紅心,1,positive,0.7006863951683044,positive,0.9999110698699952
2123,Anne L Eto naman parang bago sa ganitong sports Let them celebrate the way they know how,1,positive,0.8385004997253418,positive,0.9958964586257936
2124,對嘛 不要玻璃心 平常心就好,1,neutral,0.5779392123222351,positive,0.9863145351409912
2125,沒教養的會覺得自己怎麼做都合理 ㄏ,1,,,negative,0.9999452829360962
2126,不能拚總冠軍嗎,1,,,negative,0.9905030727386476
2127,嘲諷在國外會被打,1,negative,0.9213378429412842,negative,0.9602227807044984
2128,創新高度,1,positive,0.891471266746521,positive,0.9914639592170716
2129,這才是冠軍戰,1,,,negative,0.9984593391418456
2130,燃燒生命阿,1,negative,0.6788550615310669,positive,0.999482274055481
2131,被玻璃渣打爆囉 愛心,1,positive,0.7462693452835083,negative,0.9996484518051147
2132,好奇螃蟹有什麼意思嗎,1,,,negative,0.9992107152938844
2133,反正我看完後,1,,,positive,0.9997259974479676
2134,我覺得愛心還好重點是吐舌頭,1,positive,0.739649772644043,negative,0.999947428703308
2135,Exactly Kenn,1,,,positive,0.7251986861228943
2136,螃蟹蠻可愛的個人感覺,1,positive,0.927277147769928,positive,0.9996933937072754
2137,ahhhh number 6,1,positive,0.5140311121940613,positive,0.9211094975471495
2138,想去現場,1,positive,0.5013759732246399,positive,0.8391887545585632
2139,蔡廢彰我覺得要不要叫他回豐原高商讓老師重心教什麼叫人品,1,,,negative,0.999822199344635
2140,不要帶風向啦玻璃,1,neutral,0.53123939037323,negative,0.9998769760131836
2141,某chloe崩潰,1,negative,0.743432343006134,negative,0.9993727803230286
2142,８８８８８,1,,,negative,0.9909308552742004
2143,晚安,1,,,positive,0.9990178346633912
2144,晚安,1,,,positive,0.9990178346633912
2145,對啊沛沛又礙到你,1,positive,0.5668284893035889,negative,0.7216823697090149
2146,蔡還好啦,1,positive,0.8954917788505554,positive,0.9973909258842468
2147,晚安,1,,,positive,0.9990178346633912
2148,晚安,1,,,positive,0.9990178346633912
2149,嘴表現還好,1,positive,0.9536938071250916,positive,0.9846304059028624
2150,晚安,1,,,positive,0.9990178346633912
2151,waggg gagiii,1,,,negative,0.8815425038337708
2152,快打,1,positive,0.6569013595581055,positive,0.9966662526130676
2153,之前是,1,,,negative,0.6317349672317505
2154,之前是一天打兩場吧,1,,,positive,0.9635018110275269
2155,今天沒打到第五局我不會滿意,1,negative,0.8647525310516357,negative,0.991200625896454
2156,不是昨天才賣票嗎,1,,,positive,0.98962664604187
2157,週1 現場人好少  不高兴 ,1,negative,0.7141783833503723,negative,0.9905097484588624
2158,今天女排是如果一比一才有比賽啊,1,,,negative,0.999205768108368
2159,今天的票是昨天晚上才賣的 ,1,,,negative,0.9383507370948792
2160,今天的票是昨天晚上 確定男子組會比賽 才開賣的哦,1,,,positive,0.9904096126556396
2161,現場人好少 笑得满地打滚 ,1,positive,0.6970580220222473,negative,0.9979191422462464
2162,原來如此感謝在南部無法參加,1,negative,0.5003336071968079,positive,0.999963402748108
2163,比較生氣的是菲律賓朋友吧ww,1,negative,0.7895536422729492,negative,0.9508009552955629
2164,禮拜一人少啊,1,,,positive,0.9769647121429444
2165,要拔牙沒辦法看整場 含泪的笑脸  含泪的笑脸 ,1,negative,0.637244462966919,negative,0.999546229839325
2166,不是下班 是翹班,1,,,negative,0.999886155128479
2167,對,1,positive,0.6439812779426575,negative,0.6916255354881287
2168,calm down,1,,,negative,0.998815417289734
2169,Do or Die,1,,,negative,0.9728551506996156
2170,好想去現場 恳求的脸  融化  融化 ,1,positive,0.8236761689186096,positive,0.848335325717926
2171,愛心,1,positive,0.982994794845581,positive,0.9985647797584534
2172,尊重對手,1,positive,0.8843387961387634,negative,0.9977735877037048
2173,最好是不要再比愛心,1,,,negative,0.9999240636825562
2174,尊重對手很重要懂嗎 猴子 ,1,positive,0.8435033559799194,negative,0.9988524913787842
2175,9不會懂啦哈,1,,,negative,0.9993738532066344
2176,第一球就漏氣,1,negative,0.7192490696907043,negative,0.9998570680618286
2177,水,1,,,negative,0.9839837551116944
2178,昨天比賽結束有比喔 做成心形的双手 较浅肤色  做成心形的双手 较浅肤色 ,1,,,positive,0.9859245419502258
2179,雙方標誌桿都得一分,1,positive,0.6994645595550537,positive,0.9997794032096864
2180, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,1,positive,0.8994628190994263,positive,0.9929412603378296
2181,吳珮軒是黑人,1,negative,0.5678291320800781,negative,0.999887466430664
2182,因為他只會比愛心,1,positive,0.7171003222465515,negative,0.9997443556785583
2183,bakit feel ko pagod na parehong team 苦笑 ,1,negative,0.5793275833129883,negative,0.9994186162948608
2184,翹班 笑哭了 ,1,negative,0.6549443006515503,negative,0.9490889310836792
2185,腳受傷,1,negative,0.7859230041503906,negative,0.9938461184501648
2186,화이팅,1,positive,0.5818958878517151,positive,0.8105513453483582
2187,被拉開了,1,negative,0.6330376267433167,negative,0.9988881945610046
2188,62,1,,,negative,0.9434331059455872
2189,涼了,1,,,negative,0.999858260154724
2190,沒有,1,neutral,0.5538296699523926,negative,0.9926583170890808
2191,希望集中專注到最後,1,,,positive,0.9877849817276
2192,too much error,1,negative,0.8250200748443604,negative,0.9998500347137452
2193,有沈建钦就不用打三天了,1,,,positive,0.9697657823562622
2194,less error please,1,,,negative,0.9991305470466614
2195,沾 猴子 跌倒真可愛,1,positive,0.8769655823707581,negative,0.9912703037261964
2196,屋阿,1,,,negative,0.996550440788269
2197,好謝謝,1,positive,0.9494653344154358,positive,0.999725878238678
2198,又送球,1,positive,0.5720974802970886,positive,0.9983662962913512
2199,talo sa errors,1,negative,0.5833742618560791,negative,0.9991777539253236
2200,最後一句的什麼時候ㄚ,1,,,positive,0.995944321155548
2201,還在熱慢慢來,1,,,negative,0.5183364748954773
2202,唉唉,1,,,negative,0.9998037219047546
2203,胎胎回高雄了,1,positive,0.7867671251296997,positive,0.9999178647994996
2204,最終戰了,1,,,positive,0.999693751335144
2206,ilabas si 20,1,,,negative,0.9940879344940186
2207,20 nicegood jobkeep it up,1,positive,0.7748531699180603,positive,0.99905925989151
2208,這球 ,1,positive,0.5049189925193787,positive,0.5719246864318848
2209,剛講完就,1,positive,0.5276937484741211,negative,0.9936413168907166
2210,LoseStreak,1,,,negative,0.9990170001983644
2211,我快哭了,1,negative,0.713551938533783,negative,0.9989344477653505
2212,國昌傻眼,1,negative,0.7384719848632812,negative,0.9910244941711426
2213,超爛 昨天也是輸在他,1,negative,0.6152123212814331,negative,0.9998321533203124
2214,nice one,1,positive,0.980311155319214,positive,0.9993953704833984
2215,沒那麼離譜吧,1,,,negative,0.9997829794883728
2216,哪裡好 甚麼都沒辦法,1,negative,0.5250089764595032,negative,0.999908685684204
2217,連懂生氣,1,positive,0.5389928221702576,negative,0.9853881001472472
2218,老闆臉臭臭,1,negative,0.9132004380226136,negative,0.9999414682388306
2219,六點開球真的太早了意大利晚場都是八點半才開打,1,negative,0.6487070918083191,negative,0.9881607294082642
2220,looks like theyre tired,1,negative,0.6288870573043823,positive,0.9950485825538636
2221,高度不行,1,negative,0.8383746147155762,negative,0.9999407529830932
2222,sakit sa mata nung errors,1,negative,0.5985052585601807,negative,0.99928480386734
2223,palitan mona c no20,1,,,positive,0.5118952393531799
2224,開局有點緊,1,,,positive,0.961181104183197
2225,Hylas Lai 可憐,1,,,negative,0.9960739612579346
2226,不敢打,1,,,negative,0.9994274377822876
2227,抓到 有黑粉,1,negative,0.6410672068595886,negative,0.9998670816421508
2228,20 cool ka lang,1,positive,0.634978711605072,negative,0.6640830636024475
2229,蔡的反應都好可愛,1,positive,0.9416701793670654,positive,0.980101466178894
2232,出界,1,positive,0.6956127882003784,negative,0.9999397993087769
2233,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
2235,肉包沒吃到,1,,,negative,0.9981195330619812
2236,打歪了,1,negative,0.7965937852859497,negative,0.9998631477355956
2237,居然出界XDD,1,,,negative,0.9999592304229736
2238,ridiculous,1,negative,0.8686823844909668,negative,0.999859094619751
2239,居然出界 ,1,,,negative,0.9999566078186036
2240,沒吃到肉包,1,,,negative,0.9996201992034912
2241,非常積極,1,positive,0.8900629878044128,positive,0.99987530708313
2242,Ilabas na si No 20 muna bes,1,,,negative,0.9815608859062196
2243,17 ipasok,1,positive,0.5141115188598633,positive,0.5717843174934387
2244,天啊,1,positive,0.50828617811203,negative,0.9915069937705994
2245,BALABALA 事實說不得嗎 他就真的丟很多分,1,negative,0.7005149722099304,negative,0.9999189376831056
2246,好多不該出現的球,1,,,negative,0.9998652935028076
2247,打點真高,1,positive,0.6627820134162903,negative,0.765001118183136
2248,打點超高,1,positive,0.605542778968811,positive,0.9975457787513732
2249,有 佐藤健的FU,1,positive,0.657748281955719,positive,0.735447883605957
2250,汪動作很流暢,1,positive,0.8236610293388367,positive,0.999971866607666
2251,這個音樂 每次都想到黑人抬棺,1,negative,0.6274887323379517,negative,0.975018322467804
2252,佐藤健來台灣了 脸红 ,1,,,negative,0.9963672161102296
2253,YAYA,1,positive,0.6251145005226135,positive,0.6852880120277405
2254,發對人拉,1,,,negative,0.9995434880256652
2255,終於追上了,1,,,positive,0.997096300125122
2256,報仇X,1,negative,0.5689405202865601,negative,0.9414290189743042
2257,發給他,1,positive,0.746582567691803,positive,0.5781826972961426
2258,發他,1,positive,0.5262728333473206,negative,0.9835575819015504
2259,夫妻同框,1,positive,0.5091837644577026,negative,0.9491753578186036
2261, 猴子 ,1,positive,0.5056451559066772,negative,0.9996898174285888
2262, 猴子 ,1,positive,0.5056451559066772,negative,0.9996898174285888
2263,不要再讓了啦,1,,,negative,0.999733030796051
2264,高三生徵女友,1,positive,0.8269848227500916,negative,0.7556448578834534
2265,也躲的太漂亮了吧,1,positive,0.8718522787094116,positive,0.7339078783988953
2266,互送禮,1,positive,0.621188223361969,positive,0.9669315814971924
2267, 非礼勿视 ,1,,,negative,0.9998860359191896
2268,ipasok san si 17,1,,,negative,0.9437402486801147
2269,互通有無XD,1,,,negative,0.504546582698822
2270,唉,1,,,negative,0.9989926218986512
2273,希望可以趕緊熱開,1,,,positive,0.9991983771324158
2274,wth,1,,,positive,0.9883308410644532
2278,error  放声大哭 ,1,negative,0.6996466517448425,negative,0.9993372559547424
2279,天啊,1,positive,0.50828617811203,negative,0.9915069937705994
2280,這也飄太遠XDDDDD,1,negative,0.633074164390564,negative,0.9989200830459596
2281,gg,1,,,positive,0.7747761011123657
2282, ,1,positive,0.5004076361656189,negative,0.9814105033874512
2283,哎呀,1,,,negative,0.9961034059524536
2284,連汪都,1,,,negative,0.9979922771453856
2285,gg,1,,,positive,0.7747761011123657
2286,哇這,1,positive,0.7109502553939819,positive,0.9259743094444276
2288,壓力嗎,1,,,negative,0.9857956171035768
2289,冠軍賽還是系際盃XD,1,,,negative,0.7037789225578308
2290,頭好痛,1,negative,0.7907707095146179,negative,0.9996333122253418
2292,shuta anubayan,1,,,negative,0.9971047043800354
2293,errors ,1,negative,0.7080186605453491,negative,0.9988583326339722
2294,palitan muna si pogi puro error,1,negative,0.656379222869873,negative,0.9997385144233704
2295,Ilabas na si No 20 jusko,1,,,negative,0.9964202642440796
2296,送球霆,1,positive,0.563601553440094,positive,0.7705395221710205
2297,大家對比愛心有什麼看法,1,positive,0.8700464963912964,negative,0.999760091304779
2298,The floor defense and even the service are too weak,1,negative,0.5574522614479065,negative,0.9117946028709412
2299,被發報,1,negative,0.506685197353363,negative,0.999879002571106
2300,系牌好像也差不多長這樣,1,,,positive,0.9992319345474244
2301,連打三天 就算是Kobe byrant 也會累,1,,,positive,0.7653992772102356
2302,第一局先略過,1,,,negative,0.95573627948761
2303,這局應該差不多了,1,,,positive,0.6949259042739868
2304,沈建钦没得进场机会渺茫 斜眼笑 ,1,,,negative,0.9034928679466248
2305,這表太壞了,1,negative,0.9281207919120787,negative,0.9999104738235474
2306,終於,1,,,positive,0.8936852812767029
2307,因為昨天戴耳機反而輸了 斜眼笑 ,1,negative,0.5763533115386963,positive,0.9994223117828368
2308,labas nyo muna no20,1,,,negative,0.9269304275512696
2309,到底啦,1,positive,0.5795151591300964,negative,0.9974714517593384
2310,換下去了啊,1,,,negative,0.99958473443985
2311,grabe Yung service error,1,negative,0.5600053668022156,negative,0.99861478805542
2312,痾,1,,,negative,0.9424958825111388
2313,我會吐血,1,negative,0.8784081339836121,negative,0.9987426400184632
2314,哎呀,1,,,negative,0.9961034059524536
2315,20 放声大哭 ,1,,,negative,0.9998255372047424
2316,沒有蔡 猴子 更棒,1,,,negative,0.9650842547416688
2317,i bangko nyo si 20 ano ba,1,,,negative,0.9462106823921204
2318,送不停,1,,,positive,0.999788463115692
2319,怎麼了,1,,,negative,0.9997714161872864
2321,阿胖你好,1,positive,0.8541023135185242,positive,0.999798595905304
2322,妨礙守備嗎,1,negative,0.5807865858078003,negative,0.7213629484176636
2323,幹嘛啦,1,positive,0.6112937927246094,negative,0.9998769760131836
2324,覺得被格擋,1,negative,0.6322935223579407,negative,0.985468089580536
2325,沾 猴子 又要幹嘛,1,,,negative,0.999941349029541
2326,排球哪有什麼妨礙守備,1,negative,0.5084553956985474,positive,0.9710026979446412
2327,擋,1,positive,0.5391407012939453,negative,0.7081940174102783
2328,布萊嗯,1,,,negative,0.7071559429168701
2329,阿胖,1,positive,0.5136706829071045,positive,0.9988113641738892
2330, 猴子 想爬樹嗎,1,,,negative,0.9871006011962892
2331,alis 20,1,,,negative,0.9909297823905944
2332,力道好強,1,positive,0.9794613122940063,positive,0.9979801774024964
2333,排球有妨礙守備喔,1,negative,0.6412158012390137,negative,0.9893782734870912
2334,笑死我以為戴比愛心,1,negative,0.6139832735061646,negative,0.9992235898971558
2335,妨害守備嗎 ,1,negative,0.6846842765808105,negative,0.9171693325042723
2336,排球有妨礙守備阿,1,negative,0.5959345102310181,negative,0.9904412031173706
2337,擋,1,positive,0.5391407012939453,negative,0.7081940174102783
2338,排球有妨礙受備,1,negative,0.6345460414886475,negative,0.995827615261078
2339,有喔,1,positive,0.5479955673217773,positive,0.990365207195282
2340,有,1,positive,0.6059287190437317,negative,0.6205645799636841
2341,今天現場有滿場嗎 笑哭了 ,1,,,positive,0.9667532444000244
2342,他又沒動是在擋什麼,1,neutral,0.5542373061180115,negative,0.9998540878295898
2343,out,1,,,positive,0.9691839814186096
2344,留錯篇 sorry  斜眼笑  ,1,negative,0.611839771270752,negative,0.800881028175354
2345,會爆冷門嗎XD,1,negative,0.5595676898956299,negative,0.7013792395591736
2346,看完女排等等要看WBC中華隊打荷蘭,1,positive,0.5080398917198181,positive,0.9970013499259948
2347,大家午安,1,positive,0.526656985282898,positive,0.9988184571266174
2348,no,1,neutral,0.5621441006660461,negative,0.9976223111152648
2349,a明天要去看,1,,,positive,0.97898530960083
2350, 拇指向上  拇指向上  拇指向上 ,1,positive,0.5273097157478333,positive,0.9997518658638
2351,elbowcough,1,,,positive,0.9685912132263184
2352,今天兩邊的速度都沒發揮,1,,,negative,0.8110183477401733
2353,用更高的突破XD,1,positive,0.5782846212387085,positive,0.907984495162964
2354,用拼的,1,,,negative,0.980927586555481
2355,剛看完鶯歌對華僑現在回來看企排,1,positive,0.6824053525924683,positive,0.999921441078186
2356,義大利,1,positive,0.5947293639183044,negative,0.997815728187561
2357,WBC 看太多了  斜眼笑  ,1,negative,0.6374623775482178,positive,0.8753315806388855
2358,晚上準備看中荷大戰,1,positive,0.503643810749054,positive,0.9998941421508788
2359,他們的國旗只差90度而已不能怪我認錯啊XD,1,neutral,0.5060468912124634,negative,0.9926825165748596
2360,對啊 比賽看不完,1,,,positive,0.5152422189712524
2361,還有UBA超多比賽,1,positive,0.5742325186729431,negative,0.8613433241844177
2362,真正是電腦性能要強化 RAM不太夠,1,,,negative,0.9992052912712096
2363,都擠在這幾天,1,negative,0.5653135180473328,negative,0.9993224143981934
2364,是不是還有UBL,1,,,positive,0.5288153886795044
2365,原來是匈牙利XD,1,,,negative,0.9973824620246888
2366,好像今年第一次啦啦沒帶口罩露出真面目  斜眼笑  ,1,,,positive,0.999974489212036
2367,對,1,positive,0.6439812779426575,negative,0.6916255354881287
2368,終於可以看美女真面目了,1,positive,0.6133109331130981,positive,0.9997244477272034
2369,以後要來考地理,1,,,positive,0.9805083870887756
2370,君均有來嗎XD,1,,,positive,0.8465464115142822
2371,罩啦,1,positive,0.6086699962615967,positive,0.994594395160675
2372,峮ㄑㄩㄣ,1,,,negative,0.7994224429130554
2373,連三日萬例以下 若沒有新變異株 可能就慢慢沒了 ,1,,,negative,0.9741665124893188
2374,詩文傳說再起,1,positive,0.6761771440505981,positive,0.9999172687530518
2375,又拉近了,1,,,positive,0.9190256595611572
2376,zsanett 的放短效果都不太好,1,negative,0.8663449883460999,negative,0.9995775818824768
2377,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
2379,水,1,,,negative,0.9839837551116944
2380,怎麼能不愛她,1,negative,0.6045701503753662,negative,0.9746506810188292
2381, ,1,positive,0.5004076361656189,negative,0.9814105033874512
2382,太狠啦,1,negative,0.8923726677894592,negative,0.7929025888442993
2383,我的天啊,1,positive,0.5643503665924072,negative,0.9688205122947692
2384,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
2385,人若衰 種不子生菜瓜,1,,,negative,0.7492191791534424
2386,其,1,,,negative,0.9176220297813416
2387,蓉,1,positive,0.5816895961761475,negative,0.9024655818939208
2388,HBL 北一女對陽明,1,positive,0.5961441993713379,negative,0.984226644039154
2389,當家長不得不看,1,negative,0.5248129963874817,negative,0.9914646744728088
2390, 拇指向上  拇指向上  拇指向上 ,1,positive,0.5273097157478333,positive,0.9997518658638
2391,希望男排明年有高中隊伍來企排拚一下,1,positive,0.55040442943573,positive,0.9894163012504578
2392,不過今天季後賽人怎麼有點少,1,,,positive,0.9925782084465028
2393,玉山盃第一名的隊伍看能不能邀一下,1,positive,0.5539544224739075,positive,0.999479115009308
2394,好匈,1,positive,0.8967126607894897,negative,0.9698218703269958
2395,美女,1,positive,0.857244074344635,positive,0.9986923336982728
2396,素顏,1,positive,0.5460919141769409,positive,0.9839118123054504
2397,王老大,1,positive,0.5011647343635559,negative,0.8992738127708435
2398,3,1,positive,0.6125674247741699,negative,0.989683985710144
2399,天啊,1,positive,0.50828617811203,negative,0.9915069937705994
2400,甚麼時候 我沒追到可惡,1,,,negative,0.9952475428581238
2401, 喜笑颜开  喜笑颜开 ,1,positive,0.9424880146980286,positive,0.9991439580917358
2402,可惡,1,negative,0.6858522295951843,negative,0.9998557567596436
2403,哇沒想過這個劇本欸,1,,,positive,0.987273931503296
2404,他今天當一整天了,1,,,negative,0.8610055446624756
2405,我剛剛才看 今天有夠忙XD,1,,,positive,0.982778251171112
2406,內工對豐商,1,positive,0.8250207304954529,positive,0.8340022563934326
2407,好想看到明年企排有他們進來打,1,positive,0.7957739233970642,positive,0.9997707009315492
2408,不好說 兩隊實力現在接近,1,negative,0.5400722026824951,negative,0.7735549211502075
2409,五顆啊 干,1,,,negative,0.9785895943641664
2410,是要物色大物嗎,1,,,negative,0.8905900120735168
2411,也太  笑得满地打滚 ,1,positive,0.7268321514129639,negative,0.9991211295127868
2412,好有梗xddd,1,positive,0.6408016085624695,positive,0.9931928515434264
2413,好好笑,1,positive,0.9623358845710754,positive,0.9984172582626344
2414,耍寶逆,1,positive,0.5045838952064514,negative,0.9982051849365234
2415, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,1,positive,0.8994628190994263,positive,0.9929412603378296
2416,超級有料,1,positive,0.5365809798240662,positive,0.9999734163284302
2417,下次也來一下,1,,,positive,0.9999535083770752
2418, 拇指向上  拇指向上  拇指向上 ,1,positive,0.5273097157478333,positive,0.9997518658638
2419,那個男生害我以為在看Wrestle Mania,1,negative,0.6648470759391785,negative,0.9958171248435974
2420,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
2421,台師大 很多外國人來學中文 應該是學員 或是洋將的朋友,1,,,positive,0.929506778717041
2422,洋將的朋友吧,1,positive,0.5905212163925171,positive,0.8282980918884277
2423,之前也有家人來看,1,,,positive,0.997918426990509
2424,男友團,1,positive,0.6469288468360901,positive,0.993806004524231
2425,感覺好像也是齁 XDD,1,positive,0.5897133946418762,positive,0.9927403330802916
2426,市北大的這個場地 座位還真的超多的說,1,positive,0.5383030772209167,positive,0.9999678134918212
2427,曉珮 ,1,positive,0.7288129329681396,positive,0.9680676460266112
2428,北市大場地很大啊,1,positive,0.5040941834449768,positive,0.9999254941940308
2429,對壓 ,1,,,negative,0.6281564235687256
2430,打排球沒胖子  斜眼笑  ,1,,,positive,0.8774980306625366
2431,女排球 才有肢體美 跟來回的技術美,1,positive,0.914730668067932,negative,0.8486449718475342
2432,我的眼睛要抽筋了 左邊T1PLG 中間玉山盃企排 下面手機還有HBL,1,,,positive,0.9996578693389891
2433,大專盃排球看完其實有些身形也需要再練,1,,,positive,0.9999475479125975
2434,胖的都是很壯的吧 笑哭了 ,1,negative,0.6700119376182556,positive,0.9633373618125916
2435,籃球放棄了 比較愛排球,1,,,positive,0.9977211356163024
2436,大專杯有些比較新人就會福態一點 過幾年就會結實了,1,positive,0.5823078155517578,positive,0.999853491783142
2437,這邊有看跆拳道的嗎,1,,,positive,0.9999620914459229
2438,吃驚 進來就01,1,,,negative,0.999569833278656
2439,有啊,1,positive,0.5720452070236206,positive,0.8394312858581543
2440,昨天看國中品勢,1,positive,0.6284157633781433,positive,0.9993289709091188
2441, 拇指向上  拇指向上  拇指向上 ,1,positive,0.5273097157478333,positive,0.9997518658638
2442,我只知道最近羅嘉翎的事情,1,,,positive,0.6898773908615112
2443,這次他有過磅成功了XD,1,positive,0.6136383414268494,positive,0.9990487694740297
2444,羅嘉齡本身就高大 但他打得磅數其實是偏輕的 會占優勢 所以體重沒嚴格控制 很容易過磅,1,,,positive,0.9943878054618835
2445,兩邊都亂 看誰比較快回穩XD,1,,,negative,0.9956091046333312
2446, ,1,positive,0.5004076361656189,negative,0.9814105033874512
2447,現在第一回合分數被拉開第二回合都還能重新再來,1,,,positive,0.9998812675476074
2448,亞理哥,1,positive,0.63603276014328,positive,0.8009082674980164
2449,亞理,1,positive,0.670502245426178,negative,0.6557003259658813
2450,三戰兩勝制,1,positive,0.55023592710495,positive,0.9581356644630432
2451,too much error,1,negative,0.8250200748443604,negative,0.9998500347137452
2452,以後應該會特別注意能不能裸磅了,1,,,positive,0.999497413635254
2453,如果有帶護理人員 其實抽血100 應該就會過了 只差01KG ,1,,,negative,0.9945026636123656
2455,增重比較簡單 要減少比較困難 喝水就可以立即增加  所以平常訓練 還是要壓在少一點的地方安全,1,positive,0.5496761798858643,positive,0.9998201727867126
2456,全壘打了qq,1,,,negative,0.99950909614563
2457,感覺越來越沒自信了,1,negative,0.8671647310256958,negative,0.9997074007987976
2458,終於 ,1,,,positive,0.8936852812767029
2459,哎呀 ,1,,,negative,0.9961034059524536
2460,碰到,1,,,negative,0.9613404870033264
2461,哇哇哇,1,positive,0.74107426404953,positive,0.9918825030326844
2462,亞理三人獨坐後面很明顯  斜眼笑  ,1,,,positive,0.561115562915802
2463,雅惠這球有威力,1,positive,0.88043612241745,positive,0.9973562955856324
2464,挖,1,,,negative,0.9947342872619628
2465,終於,1,,,positive,0.8936852812767029
2466,真難賺,1,negative,0.6764022707939148,negative,0.9998340606689452
2467,煜淳 你們都打不過 我來,1,,,positive,0.9415789842605592
2468,這場打五局我都不意外,1,neutral,0.5158959031105042,positive,0.9965218305587769
2469,煜淳大專盃複賽沒得殺 來這殺  斜眼笑  ,1,,,positive,0.999685287475586
2470,補殺,1,,,positive,0.6686338782310486
2471,改名了,1,,,positive,0.9819154739379884
2472,可怕,1,negative,0.8227121233940125,negative,0.9983308911323548
2473,對喔衣服還沒改,1,,,positive,0.978513240814209
2474,改名了嗎,1,,,positive,0.9990131855010986
2475,連肉包都打不死,1,positive,0.5261476635932922,negative,0.9953384399414062
2476,對複賽沒出現,1,,,negative,0.98906809091568
2477,原來改名了,1,,,positive,0.957860827445984
2478,隱形眼鏡跑了 下場處理,1,,,negative,0.9998914003372192
2479,我以為工作人員寫錯,1,negative,0.634249210357666,negative,0.942060649394989
2480,循環,1,positive,0.6268600821495056,negative,0.5924866795539856
2481,今天真的超級威 ,1,positive,0.8030802607536316,positive,0.9995855689048768
2482,外籍應援團,1,positive,0.7032127380371094,negative,0.5524393916130066
2483,哇哇,1,positive,0.7292198538780212,positive,0.9968984127044678
2484,完了,1,,,negative,0.99860942363739
2485,這場輸的就淘汰嗎,1,,,negative,0.999884843826294
2486, 拇指向上  拇指向上  拇指向上 ,1,positive,0.5273097157478333,positive,0.9997518658638
2487,對 就淘汰了,1,,,negative,0.9998904466629028
2488,這樣子電價還要漲嗎,1,negative,0.6731759309768677,negative,0.967930257320404
2489,這要問王美花了吧,1,,,negative,0.996281087398529
