text,球迷的聊天
這首,1
水,1
🦅🦅🦅🦅🦅,1
好久好久的故事,1
Ohohohohohoh 血流成河啊,1
值回票價,1
水,1
幹嘛這麼邱,1
有機會喔,1
挖靠,1
笑屁笑,1
夾油,1
🦅🦅🦅🦅🦅,1
不惶多讓阿,1
哇噻,1
7,1
打到30,1
軒軒!!!,1
打25了,1
發生什麼事,1
ㄚㄚㄚ,1
下一場啦,1
要打到幾分XD,1
🦅🦅🦅🦅🦅,1
Ace,1
Ace,1
差點被爆投,1
巫宗憲,1
Aceeeeeeeeee,1
好扯,1
關鍵了,1
笑死,1
穩一個穩一個,1
他們想打10.,1
Aceeeeeee ,1
Aceeeeeeeeee,1
宗轩大心脏啊。。。,1
好敢發天啊,1
對嘛 一直發嗆斯幹嘛啊,1
好強,1
軒軒我愛你,1
好強喔,1
🦅🦅🦅🦅🦅,1
不要刷,1
健身到一半已經停下來10分鐘了,1
曾!,1
曾~~,1
输了,1
濕了一片,1
這場門票好賺,1
老天鵝,1
軒,1
有點危險TAT,1
這甚麼比分ＸＤ,1
🦅🦅🦅🦅🦅,1
🦅🦅🦅🦅🦅🦅,1
不下班,1
11,1
11,1
Aceeeeeeeeeee,1
!!!!,1
真的要25了嗎,1
濕了,1
好危險,1
這球都打得進去,1
直接打到25還結束不了,1
🦅,1
那個屁股,1
Ace,1
水,1
原來第五局也能打25分,1
笑死,1
挖,1
哎呦,1
血流成河啊,1
太威,1
果然XD,1
XD,1
小搞,1
哎,1
拚是對的，給對方壓力,1
wala gusto magpatalo,1
第五局真的打25分,1
原來是25分,1
差低,1
高真的很常醬……,1
心臟掉了,1
心態不能炸,1
後面看很熱,1
🥳🥳🥳,1
送分大禮包？！,1
漂亮漂亮,1
🦅🦅🦅🦅🦅,1
又,1
了不起,1
大破防,1
🦅🦅🦅,1
= =,1
急了,1
差低,1
心態繃了,1
慘了,1
哎呀,1
戰犯,1
Oh no,1
氣亂了,1
慘啦,1
乾,1
崩了,1
心態不能急！,1
亂了,1
我要瘋了,1
被氣氛了,1
黃金左手真的無解,1
GG,1
該來的還是會來,1
換下去了吧 有情緒了,1
🦅,1
亂了阿,1
大破防 差低 ,1
心態心態,1
別啊,1
…………,1
亂了,1
坐著休息？！,1
pdf,1
穩,1
….,1
pfd,1
累了,1
pdf,1
每次都在最後面爆炸,1
真的要穩,1
心臟要停了,1
🐸勒,1
哦哦哦啊,1
阿阿阿阿阿阿阿阿,1
哇!,1
GG,1
比賽結束,1
🦅🦅🦅🦅🦅,1
挖,1
水！！！！,1
淦,1
wawawawa,1
挖塞,1
嗚嗚嗚,1
哇哇哇,1
🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅,1
哭阿,1
哇,1
！！！！！！！！！！,1
真的要冷靜誒,1
不,1
水,1
冷靜冷靜,1
又摘日啦,1
太陽下山,1
挖挖挖挖挖挖挖,1
ಥ_ಥ,1
!!!!!!!!,1
哇哇哇,1
哎呀,1
搞什麼，冠軍了嗎xd,1
好扯,1
嗚嗚,1
6,1
賠錢給我吧,1
哎呀~,1
差滴,1
Ohohohohohohohohohohohohohohohohohohohohohohohohohohohohohohoh,1
7,1
下山了,1
太精采了,1
扯,1
哭哭,1
后羿了,1
根本沒思考,1
哎呀呀,1
打好久,1
喔某,1
可以退休了,1
!!!!,1
好難過,1
太陽下山真舒服,1
辛苦了,1
太扯的一場比賽 5555人,1
開開心心,1
哭了,1
第五局直接打成快正規分,1
關鍵時刻專搞隊友心態,1
邱成這樣 真沒素質,1
哭哭,1
今天光這場就值得了,1
我要去吃太陽餅了,1
太誇張,1
日落,1
邱成這樣 真沒素質,1
 尖叫被客訴了,1
真沒素質,1
日落笑死,1
可以重組或解散了,1
差滴,1
熊班長的錯 恨熊熊,1
這樣沒機會問簡老師生氣瓜,1
太哭了,1
啊！,1
恨熊熊,1
等,1
愛熊熊,1
恨熊熊,1
哭啊 紅色學校還有冠貓哦,1
後面打太急 ,1
熊熊是?,1
恨熊熊,1
愛熊熊,1
真的不用抓戰犯欸,1
2015ad是誰我給忘了,1
但就是心態不好調整,1
下一局是幾點,1
"在強發阿!? 沒看對面都求穩' """"",1
"沒甚麼戰犯要抓啦, 都打成這樣了, ",1
是那個從未敗北嗎,1
現場氣氛這麼躁，不被影響很難,1
那麼會講怎麼不上去打,1
好了好了該去看魔獸了,1
等一下還有一場嗎,1
又是你行你上喔 只會這招喔差滴,1
飛鷹隊,1
XDD,1
不會做菜就不能說廚師煮得很難吃嗎,1
大尖叫ㄟ,1
戰犯還是要抓的,1
蔡英文當的好啊 反正我不能當總統不能噴,1
今天看現場血賺,1
差滴,1
老實說我也想上啊ㄒㄒ,1
愛熊熊,1
肯定西米,1
老四要到老三還九勒,1
熊班長,1
要抓戰犯也不是由你,1
一日球迷不要學人家抓戰犯,1
好了拉都2023了還在你行你上 阿你要當過總統才能嘴ㄘㄨㄚˋ英文嗎,1
不要吵架啦,1
觀眾不能抓戰犯喔,1
打完太累,1
他要那麼囂張還不給人家評論喔,1
詳銘看起來超像宿醉沒醒ww,1
差滴,1
喊幾聲叫做囂張喔? 我覺得你們比較囂張\,1
恨熊熊 2ㄏ,1
怎麼那時候不講吳,1
額頭很高,1
"看不懂球也可以嗆聲,. 呵呵",1
溪米完全台灣人口音XD,1
學學我們班長的心態 世界賽穩定發揮,1
優越感是相對的,1
呵呵,1
腳踝本來就很鬆XD,1
翻船QQ,1
無論是誰在這場也表現得很好了🤍,1
腳踝很鬆,1
球迷不錯喔,1
一日的,1
腳踝很鬆,1
超ㄏ,1
真假他丟卡片嗎？！,1
最優越的不就是birdsban嗎 2ㄏ2ㄏ,1
丟卡片是啥意思,1
到底有沒看過球?,1
愛熊熊,1
挖屋，有瓜嗎,1
謝謝你的不優越顯是我的優越,1
熊熊是誰,1
恨熊熊,1
想聽卡片掛,1
不要那麼火爆啦,1
熊熊 又有新梗?,1
難得主場應該讓他們跟球迷說說話,1
不優越的人連急躁的機會都沒有,1
好啦你接最好,1
自己支持的輸了就在酸ㄏㄏ,1
恨熊熊是什麼梗,1
又你行你上喔XDD,1
這圖是什麼,1
就有人抓戰犯🤭,1
所以在吵什麼 ？,1
又有新梗 熊熊? 我LKK了,1
真的接不好不能講,1
這張圖雖然簡陋但是看出來很用心,1
差低自己也在抓然後再說別人，這人一定有健忘症,1
"真舒服, 有得看又有得吵",1
希望下一場也是五局,1
8888888888,1
所以為什麼簡老師超氣,1
一日球迷 有會打球的應該知道接完球又給你是真難打,1
同溫層真多 差滴,1
下一場可以用英文吵了,1
溪米這算M字腿嗎,1
好,1
卡,1
恨熊熊到底是啥梗,1
轉戰繼續吵,1
也真的很好奇是什麼事那麼氣,1
不像棒球迷都沒有同理心,1
在家看紅白跟狗狗抱抱,1
20號的,1
真的,1
水,1
不然就是順風一直跑,1
看今天是哪一邊,1
Bia so thicc,1
真難,1
直線漂亮,1
好久沒看到這麼順的單腳背飛了,1
Bia 👍🏻👍🏻👍🏻,1
老二?,1
位置,1
?Q,1
😆 ,1
???,1
蛤,1
笑死,1
87,1
這種也能上場,1
而且也太白XD,1
那顆超戳,1
短髮為君剪,1
不可以,1
台灣偏日系打法吧,1
準備生一隊,1
㊗🥰,1
今年的好事,1
聽到也是很震驚 ,1
兵敗如山倒模式開始,1
講到要哭了QQ,1
反指標沒來嗎？,1
沒士氣啊,1
排球超難,1
而且還不是越老打越好,1
所以說,1
在我家,1
6,1
排球可能就是太難了 觀眾跟籃球棒球足球沒法比,1
這是.....?,1
"甚麼球都可以, 就是不要足球",1
足球台灣應該沒很盛行,1
籃球棒球倒是粉很多,1
台灣就算了吧==,1
台灣足球的族群應該比排球少很多吧？除了四年一度的跟風仔以外,1
還是很冷門,1
久攻不下,1
我是說全世界的部分,1
小朋友比較多人踢，上國中高中後就變很少了,1
"台灣女足以前還滿不錯的, 但觀眾太少漸漸也沒了",1
好場排球館也少~~ 很多都用大學體育館 但視野對觀眾不友善 ,1
"台北還搞個中山足球場, 不知拿來幹嘛",1
排球是外場很多啊,1
室外,1
好扯,1
是台灣排球不有名的關係吧,1
都去跨年會場吧,1
是阿 這倒是,1
還好有企排可看 確診好難受😷😷😷,1
其他基本上粉專都長草了,1
祝早日康復,1
保重 多休息,1
確診還能看算強了,1
我上次確診只能聽聲音,1
小黑真是很敢打,1
小黑 噴射球 ,1
"猶豫了, 不知道要給誰",1
揭發很好?,1
都被騙了,1
再怎麼會守備,1
直線扣得漂亮,1
也沒用,1
臉蛋紅通通,1
不怕流汗花掉嗎?XD,1
超級防水妝,1
有種化妝品叫防水…,1
之後可以接代言(?,1
TO,1
定妝噴霧不用省,1
"讓妳汗再怎麼流, 妝也不會掉",1
靠,1
😂😂,1
球運也是關鍵,1
追的回來嗎,1
其容鬼,1
今天Sen很強喔,1
"真是漂亮, 整個折了180度",1
太扯,1
可怕,1
QQ,1
?,1
自爆,1
2比0了,1
送自己下去🤣,1
嗚,1
美送,1
哎呀,1
直接自爆@@,1
我知道,1
很強,1
飛出界,1
看不下去了,1
YAYA,1
不行啊太快了,1
暈,1
一局集氣,1
🥹🥹,1
YAYA,1
沒關係,1
送分,1
太白,1
暈,1
小黑有夠強的,1
成精了,1
拿小黑沒轍,1
手感火燙,1
守的很好欸,1
豬王👍,1
OH NO,1
:text-green-game-over:,1
好誇張,1
總是要順便訓練一下大學部的成員,1
早點結束,1
新年快樂,1
大家新年快樂,1
大家新年快樂,1
🥳🥳🥳,1
新年快樂🥳,1
2023新年快樂,1
不然台師大 要在搶回冠軍就真的很難了,1
大家都偷笑 ,1
"要全職業還是要半職業, 定位還不清楚",1
"不過雖都是大學生或研究生, 還是有強弱之分",1
真的 一直讓人很尷尬地問,1
"翻譯一下, 妳是不是覺得自己很強?",1
笑死XDDD,1
尬到笑,1
這麼尷尬真的別問了吧⋯⋯,1
你到底在供三小？,1
"翻譯一下, 妳的體能我看來還不行, 跟妳哥太像XD",1
是不是有進步XDDDD,1
上一場美靜老師有總結一下 白話文幫大家總結了 XDD ,1
對阿就是要這樣問,1
😆😆😆,1
尷尬不失禮的回答,1
沒準備是要怎麼上場,1
新年快樂🥳跨年和元旦比賽辛苦了🙇‍♀,1
😂,1
笑死,1
新年快樂~~,1
大家一起講直接爆音😂,1
三個笑到低頭了,1
太尷尬了,1
結束超尷尬訪問 興奮到爆音,1
明年見,1
"新年快樂, COVID不再見",1
新年快樂~ 辛苦啦!! ,1
偶四92,1
92~~~~,1
哈囉,1
小黑剛剛好悠閒的感覺ＸＤ,1
很囂張XDDD,1
我不怎麼期待賽後訪問 😆 ,1
不尬 我不期待,1
開賽就開始拜五局,1
阿非開始上場了嗎,1
小黑！剛剛換坐姿喔！,1
🤫,1
😏😏😏,1
樓上好好笑 😆 ,1
好累喔,1
oh,1
還好啦 至少不是晚接早😂,1
循環賽就是這樣 一天一場很正常,1
我有乖乖按了啦,1
可是沒有小禮物,1
阿諭上來啦,1
2023新年願望,1
太認真了,1
break,1
防備都好棒！,1
🤪,1
可能還沒搭到他可以發揮的球,1
Zsanett,1
👍👍🏻👍🏼👍🏽👍🏾👍🏿,1
小毛,1
阿非!,1
阿菲要開火嘍～,1
阿非！,1
阿飛在這裡喔,1
被我等到了,1
阿非！,1
對,1
瑩,1
資訊欄有賽程,1
阿非希望可以拿捏好自己的身體負荷！,1
這球漂亮,1
登呢,1
水,1
原來是偷吃東西後的效果,1
阿飛傷勢還沒完全好 要視情況上場的樣子,1
阿非傷後應該負荷不能那麼大 還在恢復,1
軒岑打沙排的基本功應該有一定程度 可是他在場上也是個大漏洞....,1
Stacy 連今天也有戲 😆 ,1
雙姿超棒！,1
小幼也有表現,1
吞下去,1
幼幼好棒！,1
肉包出界,1
超明顯,1
小佩手比愛心😆,1
拉開了,1
時間差,1
3年的合約,1
感覺給ale的球都太矮 她也不能發力打,1
張力十足啊！,1
又卡到她助跑,1
旋轉了,1
阿非!!!!!!!!!!!!!!!!!!!!!!!,1
第一分!,1
阿非首分,1
完了完了 氣到脫西裝外套了,1
被拉開了，哭哭,1
.......,1
浪費了,1
Oh no...,1
隊友接的沒有她好😆,1
美女,1
兩句只拿三分,1
太低啦QQ,1
carla要站出來,1
老是同一招被看破,1
在練簽名 XD,1
練簽名🤣🤣🤣,1
結果不是再做記錄阿XDD,1
我在練簽名,1
球賽結束是不是要簽名,1
先練習一下,1
GG3-0,1
他說他在練簽名,1
第一局還很拉鋸，第二局不知道怎麼了,1
第一局輸得太泄氣了 ,1
阿非!,1
語柔磅數其實很夠,1
換丁是每場都會的戰術調度,1
丫類牆！,1
除非是抹抹吊吊的,1
也沒有吧～最近才比較常上來，之前丁柔安很少上,1
嗯...,1
今天換丁跟阿非,1
卡啦終於好一點,1
多拿幾分 下局再努力,1
這一分怎麼那麼難,1
真的，之前都莫名其妙丟了,1
不認輸的一分！,1
關鍵就在這兩天了,1
禮拜一下班要趕快跑回家看了,1
今天就決定誰晉級,1
4點就開打了 你那麼早下班哦 真好,1
七點上班,1
下局阿非首發上吧,1
也是啦,1
阿非 體能狀況可能沒辦法打那麼久的樣子,1
應該是 恢復80%而已,1
阿非在場邊了,1
剛剛那個短頭髮女生好像松本潤xd,1
還是沒上,1
阿非先上了,1
6,1
不好的象徵,1
3-0,1
阿非的黑眼圈有點深...,1
用拳頭頂起來吧,1
非姐～～～,1
看阿非這樣跳有點可怕 希望對傷沒影響,1
換誰都一樣了,1
名峰的無奈,1
大腿,1
一失分就是失幾分,1
GG3-0,1
這是一種鼓勵,1
打這啥,1
可能再找新方式?,1
你看都是東歪西斜的,1
其實還要再高一點,1
吃下去,1
靠自己 打錯 XD,1
油門催啦,1
又被拉開了,1
可能是休息,1
接成這樣…,1
欸.... 拿一局拜託,1
真的掰了,1
拿一局我 donate! ,1
好不容易追近,1
這個想法很好,1
按了,1
可愛+60分,1
天賦是哈孝遠比較頂吧,1
:yougotthis::yougotthis:,1
哈孝遠最兇了,1
你叫哈孝遠來打女排,1
哈孝遠現在可是貴為GM,1
死角球 0.0,1
Ale!,1
Ale終於打到了,1
終於有配好,1
丫類終於有火力了,1
確實拉 他正常說就是這樣瞎逼逼,1
= =,1
很鬼的一球,1
阿非啊！,1
阿非終於,1
洗洗睡了,1
沒了,1
掰了,1
期待,1
最期待的鄧式賽後訪問,1
不會更好.... 因為請過了XD,1
問就是賽制不知道在幹嘛,1
希望企排19有哈孝遠可以看,1
等等誰打誰,1
資訊欄有賽程,1
哈孝遠這麼吸睛 企排19需要哈孝遠,1
運動員大多都是吃類似能量棒的東西吧 XD,1
運動員愛吃香蕉,1
人妻,1
他老公是那隊,1
3/18 1901的ＸＤ,1
應該可以笑一個,1
一定有偷準備,1
可能不想吧,1
好尬的問答,1
😆😆😆,1
鄧先生訪問風格 都是這樣,1
換錢公可以嗎,1
這問題只能回答 對 😆 ,1
鄧式尷尬,1
是沒準備內容ㄇ..,1
每次都會同樣的問題 - 沒準備嗎? 久了習慣就好 😆 ,1
但他聲音比另一個更聽得進去了... 今天賽評比之前講的有內容喔,1
👏👏🏻👏🏼👏🏽👏🏾👏🏿,1
對啊 鄧先生很努力在訪問的部分,1
下一場有哈孝遠嗎,1
哈孝遠會暴怒嗎,1
哈孝遠的痛風好了嗎,1
週末就是要看排球啦不然要幹嘛🙈,1
乘風破浪啦！,1
真的乘風破浪了！,1
人仰馬翻,1
依啦蝦嘛ㄙㄟ,1
比分咬得好近,1
好扎實的聲音,1
節奏好快,1
快到用看的都替他們覺得喘,1
哎呀,1
眼睛快跟不上了😂,1
15-15！,1
已經噴汗了,1
喘一下,1
摸斗嗨壓苦,1
no,1
谁知道啊,1
Bia真的能歸化看看,1
是不是聯賽，是邀請賽,1
屏幕的分数不对吧,1
水,1
比數一直沒有改,1
yayaya,1
哦,1
第一局計分多一分?,1
對,1
好想看許宛芸扣球,1
前鑌說的很好👍,1
胡曉珮球感太差,1
今天負責分數的是不是喝醉,1
戴眼鏡好可愛,1
應該不會一直說誰弱吧,1
不用一直說誰弱吧,1
這個有季後賽嗎?,1
有,1
有批評有進步 直要不適太難聽 都可受公評之事時,1
這是半職業了...批評聽不下的可以去看高中排球,1
Cover速度要快點,1
看到我都快忘記呼吸,1
基於事實評論吧 只會講弱跟爛 沒建設性好嗎,1
想問企聯是算累積勝場 再冠亞比賽嗎,1
還是勝場多 也會有獎,1
現在每個都會撲球,1
公家機關應該無法,1
有洋將 有收視率 看看魔獸,1
有洋將也要請到有用的洋將不然也是浪費錢,1
如果走向職業化應該就都會有了,1
我鯨威啊！,1
現在企排的性質跟職棒職籃還是有差,1
晶華進步很多,1
Bia 這種這麼穩的洋將很少見啊！,1
很多洋將都配合不好,1
家曼很優質,1
然後把梨文也挖過來,1
"再挖個陳昱潔, 應該就滿完整了",1
國營企業 半個公家單位,1
他們有幾個在正修,1
好想看五局 四局也好⋯,1
但感覺很難有高中畢業就去的 畢竟排球無法打一輩子,1
不過要再幾年,1
肯定沒,1
回去開練了吧,1
臨時忘記了 最近沒比賽 XDD,1
bia是哪一國得人,1
巴西,1
哪年退下來又有得磨合了,1
所以才說本土洋將🤣,1
來個四局好嗎🤨,1
@@,1
???????,1
受不了了,1
有時候滿身傷 提早退也是無奈 像小毛就是這樣轉,1
很急欸,1
胡曉珮今天也打不好,1
站位都被看透，配球配很好,1
中間打不死，只能配長,1
踩,1
明年,1
送分,1
公正球嗎 還是？,1
以任不是碩班嗎,1
不是在北市大讀研究所？,1
維基百科是說讀研究所,1
碩班畢業了沒,1
碩士班 被勸來念 ,1
"畢業了吧,, 萬年研究生喔",1
煜淳不是在學ㄇ,1
大專盃是不是有年齡限制？,1
是滿25歲了,1
痛,1
他說好痛,1
痛...,1
畢業還有碩班,1
這什麼類比...,1
他說好痛超明顯,1
用烏俄戰爭有點尷尬🤣,1
球賽大概差不多了,1
大家都18歲啦,1
確實是不要用這種嚴肅的話題來類比比較好,1
原來賽評會看留言,1
真的 做等第三場結束,1
笑死抓到,1
排球酸民算很少了,1
對的 考上就是一直工作了 除非有違規被開除,1
韓國歐巴,1
跟棒球比是很少沒錯,1
觀眾少就酸民少(?)，難以兩全ww,1
最喜歡看k總耍寶 ㄏㄏㄏ,1
"k總沒酸吧, 他是直接點名罵",1
後來可能沒打了,1
要怎麼把封鎖的人取消？,1
上一場有,1
今天有出現,1
陳昱潔應該也還在學,1
想要笑一下,1
可是陳昱潔現在不是沒有打甲組的比賽嗎,1
論大砲手的重要性 還是必須的,1
陳昱潔有在打大專盃嗎？印象都還停在他高中的樣子🤣,1
去日本了不是?,1
太棒了 想看四局或五局,1
譯萱沒上哭哭,1
摳死,1
記得是去文化大學,1
陳昱潔好像有受過大傷吧,1
我喜歡耍k總,1
高中後去日本一陣子，現在不知道在哪裡(?),1
沒欸 他現在在淡江,1
去淡江過自己生活了,1
打久一點 大家可以繼續聊？！,1
對 淡江,1
她在藍鵲,1
偶爾會在野場看到他,1
希望有第四局,1
現在只有在廣告看到昱潔,1
乙組吧,1
小羊也在台灣嗎,1
不想承受壓力嗎?,1
大砲小毛也下了,1
有時候會教課 也有時候會在櫃台,1
小毛被採訪的時候說身上一堆傷 ,1
"不過企排也不算真職業, 所以也不知道該怎麼談薪水",1
不然還蠻喜歡小毛的 超正又有力,1
感謝K大及賴大資訊,1
郭靚儀真可愛,1
小毛在場上感覺氣氛很好,1
就找不到可以代替小毛，所以都是小毛在打..真的一身傷,1
遲早要改朝換代的，一直捨不得痛也不行,1
好像是膝蓋？,1
健康很重要,1
18-17！,1
拜託給我四局五局！！,1
因為基本上都是國手,1
"剛剛才有人說, 小小的台灣竟然有三個籃球聯盟",1
再一局再一局,1
彭也都沒上欸？,1
夢話出現,1
職籃能不能維持這個規模還很難說w,1
籃球一年打30幾場比賽年薪可以到3-500萬,1
企排以前好像定位是在國手選拔,1
這幾場比較少看到李喻,1
球場也要弄好 有些都是借大學體育館 感覺看起來不舒適,1
上次桃園球場就很有規模啊,1
但真的大到有夠誇張,1
第四局 第四局,1
桃園不錯啊 但中部以南 理想的場地不多,1
桃園沒停車位...,1
大家晚安,1
瓈 也是念黎 應該不會找不到,1
台中人還在等巨蛋 哈,1
李喻~~ ,1
我是沒比賽才會上線拉,1
過年快到了,1
Bia的今天狀況太好了 不忍說,1
低手穩就不會想高手ㄅ,1
郭才是最全能的,1
平了... 嗎?,1
淫了嗎,1
是喔,1
打點太高ww,1
👏👏👏👏,1
????,1
什麼時候台灣可以再辦個女排國際賽 一定到場,1
好傷,1
wtf?,1
哇 ..... ,1
⋯？？？,1
假動作騙到自己人,1
有可能是配合的問題，記得煜淳好像還在學的樣子,1
配合問題,1
這球就有配比較好,1
再一分！,1
還有,1
24-24！,1
這球漂亮,1
菀云和另一個交換上,1
今年有明星賽嗎?,1
想繼續看第四局XD,1
花枝丸,1
下戰術吧,1
派,1
:virtualhug:,1
冬粉,1
淫了嗎,1
8888,1
Bia,1
Bia~~~,1
明天見,1
bia太兇拉,1
大家晚安,1
[ 她會給啊敏 ],1
辛苦了,1
正常啊 最後一球給手感最燙的,1
兩邊東歐合理,1
都*,1
幾連勝了,1
採訪陳莉均 ,1
積分應該還可以再提高,1
精華現在已經蒿吐露絲了,1
不分勝負就打練習賽就好啦，哈,1
即使再強的隊伍，也要面臨換血跟磨合期。,1
三人行,1
了解,1
嵐山食肆好吃,1
Bia 喝Beer,1
喝了比較強,1
嘎聊,1
但是悶不得,1
這個英文,1
春節為什麼沒比賽,1
春節只能看澳網了,1
春節????,1
哭了,1
Bia 不要哭,1
還沒冠軍賽不用那麼狗血吧,1
歐⋯,1
聽不懂呵呵,1
有朋友過世,1
好朋友掰掰了,1
🥲🥲🥲🥲,1
Bia don't cry.,1
好好笑他們打對話,1
尷尬,1
好嘴哦🤣🤣🤣,1
本土洋將,1
台鯨大戰,1
明天見～～,1
大家辛苦了 明天見,1
小黑第三局熄火而已,1
我很認真在看,1
掰掰,1
辛苦了,1
8888,1
8888,1
late game already,1
終於要開始了,1
應該會吃吧 畢竟比賽前不能吃太多東西,1
這場應該不用打五局吧,1
Coti*,1
Liz 你還是拼錯 😆 ,1
啦啦隊打哈欠 😆 ,1
這個應該是史上最晚的吧,1
雙目！,1
還不知道 上次23:40左右?,1
委員表情很累,1
發割,1
看來是要到很晚了XD,1
來人啊 給委員一杯拜維佳,1
為啥一直卡住,1
小温！,1
delay 這麼久喔 ,1
要打到12點嗎？,1
李瑋軒真的有發燒嗎,1
哇這看來要打到很晚了,1
這場是只有一個人播嗎,1
至少11點,1
周過網了吧(?),1
兩個吧,1
不要,1
意志力？,1
如果要打國際賽，就要調整時差問題,1
感覺好累,1
鄧？,1
:elbowcough:,1
九點半了 竟然還有比賽,1
超級遠,1
而且才剛開始,1
而且還剛開始,1
Delay,1
兩隊都年輕 精力充沛,1
打完吃宵夜,1
也是，忘了是在屏東，不是臺北，哈,1
打完會不會只能吃小7? 😆 ,1
高雄很近。 ,1
好緊的西裝,1
脖子有點卡 ,1
&好緊的口罩,1
我們會下地獄,1
造口業,1
一直送分咧 ,1
基本上這種賽事早就訂好便當了 不用擔心他們吃什麼啦,1
香,1
中指削掉,1
gg3比0,1
柯柯,1
有,1
剛才那很明顯吧,1
球有改變方向,1
:yougotthis::yougotthis::yougotthis:,1
XDD,1
valdez is valdez,1
valdez,1
五個局點是甚麼意思,1
valdez,1
lose valdez,1
終於,1
沒持球嗎,1
漂亮,1
誰持球？,1
你說塞球過去的時候嗎？,1
你是說捷盛嗎？,1
不接出界,1
出手快,1
。,1
全壘打了XD,1
home run,1
跑壘,1
不好意思剛上線 請問為什麼今天這麼晚還在打,1
🤣才剛說完,1
有補賽,1
補賽又五局大戰,1
前面又有很多五局,1
今天比較少3:0的狀況,1
一場五局 兩場四局,1
就是這場啦,1
因為第一場打了快3個小時,1
想問補賽原因是何,1
室內下雨🤣🤣,1
今年黑豹旗有人看嗎,1
暗黑板展榮,1
周子楊,1
跳飄就好了,1
哦哦哦,1
真的很扯,1
今年的球賽都怎麼了,1
QQQQ,1
主粥,1
煮,1
世界盃有人砸錢嗎🤣,1
明天黑豹旗冠軍賽了,1
應該穀保第一,1
rru8 u.6,1
冷靜冷靜,1
最後一天了,1
我是真沒想到平鎮沒打進冠軍賽,1
沒有人壓制穀保了,1
?,1
晃倒,1
以為是超人,1
笑死,1
好狠,1
真的,1
太低,1
大家早點領便當,1
XDD,1
好痛,1
?,1
XD,1
欠錢要還欸,1
天線寶寶是我小時候的惡夢欸,1
👍👍,1
有人有養貓咪ㄇ,1
嗨小吳,1
哈囉小汶,1
ccw有養阿,1
你可以去他家看,1
直接貫穿，沒有碰到任何人XD,1
我又養貓咪 要來我家看嗎,1
我家的貓咪會後空翻,1
連這裡都要臭棒球XD,1
難免,1
凱凱今天到底要不要發進XD,1
要發進了沒,1
Ccw 到底是誰,1
要去拜拜,1
加速下班,1
陳晨威,1
ccw,1
Cow ,1
可能他們都很想吃宵夜喔,1
哦哦哦,1
我真的覺得我們學校的棒球越來越差🤦🏻‍♀,1
學校有事沒來,1
那是你們學校啦啦隊對不行,1
沒有經費,1
出手真快,1
你們需要一個能交流的,1
哇喔,1
原來卷毛是政偉老師,1
愛了,1
今天打那麼晚喔,1
 感覺還會打很久,1
追平了,1
漂亮,1
欸,1
不可以,1
博士,1
剛剛第一球姿勢完全跑掉，第二球就很完整XD,1
為什麼這麼晚還在打,1
因為聖誕節要到了 練習一下聖誕夜,1
唱歌一下,1
太棒了~~,1
._.,1
終於打出水準,1
！！,1
有人要聊天嗎,1
0,1
開來今天要開胡了,1
直落啦,1
今天這場是什麼情況…,1
□,1
有吃飽,1
以下犯上了嗎！,1
？,1
我看到了,1
什麼,1
3:0,1
怎麼那麼晚還有,1
挖屋 今天這麼晚還在打,1
今天比賽也打太晚😂,1
真的,1
拜為佳,1
今天會打到12點嗎,1
漂亮,1
不會,1
哇喔,1
持球,1
好賽,1
想剁手指ww,1
哪來這一說,1
差一點點,1
唉唷,1
康堤喜歡打晚上的,1
一直送分,1
😂大家好幽默,1
當,1
誰當隊長有差嗎,1
有差吧 經驗啊,1
花絮,1
Brown是不是換個名字的某人啊，好眼熟,1
那你就使用經驗加倍卡阿,1
感覺很像👀👀,1
妹妹很尷尬,1
是你嗎kerker,1
妹妹可愛,1
🤔,1
呵呵,1
Taiwan,1
尷尬😅,1
呃 尷尬🤔,1
拜託,1
敢不敢把紅牌拿出來,1
警告了,1
紅牌在我這,1
?,1
衣服也是,1
打起來好不好,1
是整個人太大,1
對不起,1
好壞,1
血流成河,1
哪有丟臉,1
哦哦哦,1
夜場王者,1
那要很準,1
整隊夜店咖,1
mizuno心態繃了,1
都愛欸欸喔欸,1
雞眼,1
累了,1
應該都想睡了,1
在腳底,1
幫忙補充一下 死球時間是「通過網下球網垂直面」的時候,1
怎麼不是在手,1
看來可以無縫接軌世足了,1
正解,1
☁整隊都悶悶的…?,1
就累了咩,1
倒數10顆球,1
等太久快睡著了,1
XDDD,1
有睏寶的感覺,1
給還待在現場球迷一個respect ，太偉大了,1
黑眼圈好重😂,1
溫發過了！,1
大學生484越晚打越嗨(￣∇￣),1
大學生的優勢,1
大學生，越夜越有力XD,1
老人球XD,1
示範,1
但康體全部都是大學生,1
大學生 : 我們的時間剛開始,1
看來又是五局大戰了,1
沒有五局,1
不不不不不,1
球都丟超低的,1
沒有五局! 這局就結束吧!,1
OUT,1
這麼晚太累了 :(,1
怎麼會有五局的可能😂,1
果然是老人,1
倒數 8 顆,1
也太晚,1
打到白帶 ,1
五局大戰打到明天了,1
要下班了~~~,1
難得碰到的排球午夜場,1
好想加班哦⋯⋯,1
啦啦隊錢難賺,1
要結束了啦,1
宵夜場太累了吧,1
6顆6顆6顆6顆6顆6顆,1
倒數6顆,1
