text,球員,教練,裁判,戰術,球隊
對 祥明 發哥 都是國家隊,1,0,0,0,0
祥銘 錦龍 林謙 都有進培訓名單,1,0,0,0,0
美津濃:我謝謝喔,0,0,0,0,1
🍊🍊🍊🍊🦅,0,0,0,0,1
後排攻擊落地跑到對面去，確定會得分的狀況下很正常好嗎= =,0,0,0,1,0
🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊,0,0,0,0,1
真的是不要自己支持的球隊落後就開始各種臭敵對欸,0,0,0,0,1
:face-blue-smiling:,0,0,0,1,0
話說kk教練消失很久了,0,1,0,0,0
李帥帥 ？甘我啥事了嗎我錯過什麼,1,0,0,0,0
戴家瑞現在是教練嗎,0,1,0,0,0
陳建禎之前不是在美津濃嗎沒看到他了,0,0,0,0,1
kk教練發現自己臭不了聊天室也沒有人跟他有共鳴就不見了,0,1,0,0,0
支持美津濃,0,0,0,0,1
可以嗎詩涵,1,0,0,0,0
詩涵是甚麼梗,1,0,0,0,0
裕鈞是看到辣妹留鼻血嗎,1,0,0,0,0
裁判兩次了,0,0,1,0,0
Sunny 是最大的乾爹 把30年積蓄都拿出來了,1,0,0,0,0
是不是真的很想抓後排,0,0,0,1,0
詩涵是我呦,1,0,0,0,0
他是手攔到流血吧,0,0,0,1,0
這個誤判還算合理吧,0,0,1,0,0
要愛就愛全部球員,1,0,0,0,0
裁判==,0,0,1,0,0
美中 加油！,1,0,0,0,0
詩涵我都看你打球 加油,1,0,0,0,0
裁判兩次👎🏻👎🏻,0,0,1,0,0
愛山林冠軍,0,0,0,0,1
標準找存在的 該吹不吹,0,0,1,0,0
這個裁判昨天也是,0,0,1,0,0
這禮拜洪詩涵沒有打球呦,1,0,0,0,0
裁判亞歷山大,0,0,1,0,0
洪詩涵要上大學怎麼會考會考,1,0,0,0,0
裁判 幫忙對手少2分 棒棒,0,0,1,0,0
洪榮發是你哥嗎,1,0,0,0,0
雖然說我有點像去考東山排球隊,0,0,0,0,1
這個詩涵是本人嗎,1,0,0,0,0
希米back,1,0,0,0,0
是另外的詩涵,1,0,0,0,0
希米👍🏾👍🏾,1,0,0,0,0
偷米舉的好！,0,0,0,1,0
美中,1,0,0,0,0
Sunny,1,0,0,0,0
不行啊 防守被打爛,0,0,0,1,0
美中加油啊啊啊啊,1,0,0,0,0
☀,0,0,0,0,1
Sunny,1,0,0,0,0
錦龍回去多練發球,1,0,0,1,0
美中鐵粉來了,1,0,0,0,0
昨天靠發球 破壞多少台電的好球,0,0,0,1,1
祥銘打熱了哈哈哈哈哈,1,0,0,0,0
克舟教練！,0,1,0,0,0
有破壞 台電的接發 他們的巨人快攻才難配,0,0,0,1,1
Sunny來企排啦,1,0,0,0,0
許美中都一直在美京農,1,0,0,0,0
我終於找到克舟教練的所在地了,0,1,0,0,0
舟哥,0,1,0,0,0
touch,0,0,0,1,0
克州教練依然可愛,0,1,0,0,0
欸小溫好帥哦 愛了,1,0,0,0,0
當裁判好了,0,0,1,0,0
美津濃加油！,0,0,0,0,1
李怡萱,1,0,0,0,0
祥銘！,1,0,0,0,0
又是祥銘,1,0,0,0,0
跟宋柏霆一樣快攻轉主攻,1,0,0,1,0
Sunny 可以去美津濃 跟美中組隊,1,0,0,0,1
看美中接發球好輕鬆,1,0,0,1,0
美中球感太好,1,0,0,0,0
要是希米可以跟他一樣高…,1,0,0,0,0
發哥,1,0,0,0,0
發哥🙀🙀🙀,1,0,0,0,0
溫是mvp 本來就是顆鑽石,1,0,0,0,0
希米好球！！,1,0,0,0,0
發哥小心,1,0,0,0,0
希米👏👏👏,1,0,0,0,0
Sunny是讀哪裡的,1,0,0,0,0
感嘆希米 好厲害,1,0,0,0,0
看起來美津濃氣勢被壓下去了,0,0,0,0,1
米豬弄加油 🍊🍊🍊🍊🍊,0,0,0,0,1
sunny師大的,1,0,0,0,0
希米幾公分呀,1,0,0,0,0
🍊🍊🍊🍊,0,0,0,0,1
覺得自從美津濃球員流鼻血之後，整個沒有很順...?,1,0,0,0,1
希米178，官網報180,1,0,0,0,0
美津濃加油 現塲幫起來,0,0,0,0,1
美中！！！,1,0,0,0,0
美中不讓,1,0,0,0,0
美中 帥！,1,0,0,0,0
今天美中好扯,1,0,0,0,0
美中回春,1,0,0,0,0
這個暫停好,0,0,0,1,0
美津濃 加油 許美中,1,0,0,0,1
台產加油啊啊啊啊啊啊！,0,0,0,0,1
Sunny在笑了,1,0,0,0,0
台產嗨起來:cat-orange-whistling::cat-orange-whistling::cat-orange-whistling:,0,0,0,1,1
美中殺球,1,0,0,0,0
哈哈哈美中不打養身球ㄌ,1,0,0,0,0
被Sunny 特訓過的美中,1,0,0,0,0
美津濃加油,0,0,0,0,1
發哥!!,1,0,0,0,0
祐晨啊！好久不見,1,0,0,0,0
in 喔,0,0,0,1,0
界外,0,0,0,1,0
發哥敢催,1,0,0,0,0
臺產+⛽,0,0,0,0,1
反而是吊球好騙,0,0,0,1,0
伊朗沒有黃牌就不叫伊朗了,0,0,1,0,0
發哥！,1,0,0,0,0
打祥銘,1,0,0,0,0
發哥有點有心無力了,1,0,0,0,0
台產的攻擊選擇 是不是比美津濃多啊?,0,0,0,1,1
祥銘少女的祈禱,1,0,0,0,0
祥銘手很燙！,1,0,0,0,0
台產gogo,0,0,0,0,1
美津濃需要一個穩定的舉球員,1,0,0,1,1
美津濃加油,0,0,0,0,1
美津濃培養刺客🥷啦,0,0,0,0,1
林嘉偉已經算很穩定了,1,0,0,0,0
只好找公關回來舉？,0,0,0,1,0
而且凱傑入選國家隊欸,1,0,0,0,0
嘉偉不錯了,1,0,0,0,0
沿著身體滾下去 真沒法救,0,0,0,1,0
美津濃加油加油,0,0,0,0,1
🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
發哥,1,0,0,0,0
舉球員時間差XD,1,0,0,1,0
祥銘！！！！！,1,0,0,0,0
回去練發球囉^_^,0,0,0,1,0
祥銘好球🙌🏻,1,0,0,0,0
許美中加油,1,0,0,0,0
龍龍發球,0,0,0,1,0
臺產!!!!!!!,0,0,0,0,1
美中發球,1,0,0,1,0
發哥~,1,0,0,0,0
加油美津濃 發哥好球,1,0,0,0,1
美中很會守,1,0,0,0,0
美中好守,1,0,0,0,0
美中看起來都好輕鬆,1,0,0,0,0
美中不要不咖勳啦,1,0,0,0,0
美中今天真的好會守,1,0,0,0,0
美中 打得很輕鬆XD,1,0,0,0,0
美中老神在在耶😂,1,0,0,0,0
🍊🍊🍊🍊🍊,0,0,0,0,1
美中日常養身打球,1,0,0,0,0
美中姐想笑,1,0,0,0,0
🍊🍊🍊🍊,0,0,0,0,1
臺產真的大爆發了,0,0,0,0,1
台產加油！,0,0,0,0,1
Come on 臺產!!!!!!,0,0,0,0,1
臺產水啦,0,0,0,0,1
希米買單,1,0,0,0,0
恭喜台產,0,0,0,0,1
台產主場不敗傳說,0,0,0,0,1
恭喜台產~,0,0,0,0,1
希望採訪有林謙,1,0,0,0,0
恭喜臺產!!!,0,0,0,0,1
有輸連莊ㄚ,1,0,0,0,1
林謙+,1,0,0,0,0
恭喜飛鷹，也辛苦美津濃｡,0,0,0,0,1
請訪問舟哥,0,1,0,0,0
可以再訪一次錦龍嗎XD,1,0,0,0,0
訪問林謙,1,0,0,0,0
有啦，有輸連莊,1,0,0,0,1
美津濃再接再厲🫶,0,0,0,0,1
美中今天打真好,1,0,0,0,0
目前墊底是conti,0,0,0,0,1
美中的防守太鬼,1,0,0,1,0
下個目標：連莊 但必須都有超水準演出,1,0,0,0,1
想問問美津濃球隊的優勢是甚麼啊?,0,0,0,0,1
美中今天防守MVP 老神在在XD,1,0,0,1,0
我愛美中,1,0,0,0,0
感謝致平哥、嘉永老師、轉播團隊、兩隊球員｡🙏,1,0,0,0,0
優勢就是有很多HVL的MVP,1,0,0,0,0
美津濃優勢就是邵平教練❤,0,1,0,0,1
美津濃的優勢：發哥,1,0,0,0,1
會舉五個牌子算嗎？,0,0,0,1,0
舉對很強,0,0,0,1,0
會舉五個牌子算嗎？ 哈哈哈,0,0,0,1,0
舉牌沒輸過！,0,0,0,1,0
所以這次 美津濃 沒贏的原因，可以歸在失誤多嗎?,0,0,0,1,1
:face-blue-smiling:,0,0,0,1,0
防守反擊沒有把握好吧，美中爆守欸,1,0,0,1,0
還有裕鈞,1,0,0,0,0
苡任😍😍,1,0,0,0,0
林謙,1,0,0,0,0
後面美津濃感覺有氣無力,0,0,0,0,1
教練XD,0,1,0,0,0
教練很開心XD,0,1,0,0,0
教練真的開心,0,1,0,0,0
一定要問什麼林謙會趴下😂,1,0,0,0,0
鄭教練連說話嘴角都上揚,0,1,0,0,0
教練 我可以,0,1,0,0,0
台產棒棒,0,0,0,0,1
鄭教練好可愛,0,1,0,0,0
政錡手好粗,1,0,0,0,0
鄭教練笑眼咪咪ㄉ^ _ ^,0,1,0,0,0
問教練 結婚沒？,1,1,0,0,0
教練一直笑讓我想起黃仁威XD,0,1,0,0,0
林謙已登出,1,0,0,0,0
笑死林謙超可愛,1,0,0,0,0
攔網15分,0,0,0,1,0
祥銘真狂,1,0,0,0,0
高雄台電加油,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
台電加油,0,0,0,0,1
⚡⚡🦁🦁💪💪💪,0,0,0,0,1
阿寶先發耶,1,0,0,0,0
阿寶～～～～～,1,0,0,0,0
哇 開局台電有點亂,0,0,0,0,1
台電加油⚡⚡⚡⚡,0,0,0,0,1
阿寶最棒！！劉小一愛你啦❤,1,0,0,0,0
其蓉好拼,1,0,0,0,0
阿敏吊球,1,0,0,1,0
⚡⚡⚡⚡⚡,0,0,0,0,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
李諭怎麼沒上場,1,0,0,0,0
冬粉找苡任代言,1,0,0,0,0
上一場超跑主場有動員吧,0,0,0,0,1
台電加油⚡⚡⚡⚡⚡,0,0,0,0,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
超級霸臺電,0,0,0,0,1
台電加油,0,0,0,0,1
又是美菁,1,0,0,0,0
⚡⚡🦁🦁💪💪,0,0,0,0,1
台電⚡⚡⚡⚡⚡,0,0,0,0,1
暫停,0,0,0,1,0
台電加油,0,0,0,0,1
衛冕軍臺電加油,0,0,0,0,1
教練鷹眼,0,1,1,0,0
雅慧好球,1,0,0,0,0
蔓亞好球,1,0,0,0,0
追得很近喔中纖,0,0,0,0,1
阿敏的路線好像不會太意外,1,0,0,0,0
高高欄網,1,0,0,1,0
局末點,0,0,0,1,0
挑戰,0,0,1,0,0
中纖加油,0,0,0,0,1
挑戰,0,0,1,0,0
⚡⚡⚡⚡⚡,0,0,0,0,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
新北教練很爛、專業度不足！,0,1,0,0,0
臺電必勝,0,0,0,0,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
裁判加油餒,0,0,1,0,0
挑戰,0,0,1,0,0
這兩天怎麼覺得中纖這個2號有點....沒有洋將的那種感覺 各種接噴打歪之類的,0,0,0,0,1
挑戰失敗,0,0,1,0,0
教練失分,0,1,0,0,0
他防守真不太好,0,0,0,1,0
攻擊也沒有另外一個洋將亮眼,0,0,0,1,0
中纖加油,0,0,0,0,1
今天台電舉球怪怪的,0,0,0,1,1
其蓉神救球,1,0,0,1,0
臺電必勝,0,0,0,0,1
直接發球得分,0,0,0,1,0
很多新北球員看了好幾場都沒下場，場上的打的都好像機器人！像鞏詩雯優秀球員都在送水⋯干脆不要再打了，教練也只是有師大教職資格，有什麼能力提升球員能力、看起來球員每個都在退步中，早做人生規劃還比較好吧！,1,1,0,0,0
⚡⚡🦁🦁💪💪,0,0,0,0,1
蔓亞👍,1,0,0,0,0
蔓亞加油,1,0,0,0,0
臺電告急,0,0,0,0,1
中纖成也自己 敗也自己,0,0,0,0,1
暫停,0,0,0,1,0
⚡⚡⚡⚡⚡,0,0,0,0,1
這個聯賽是在哪裏舉辦,0,0,0,1,0
怡萱好球,1,0,0,0,0
中纖加油,0,0,0,0,1
攻擊出界,0,0,0,1,0
雅慧老師加油,1,0,0,0,0
這局中纖不錯唷,0,0,0,0,1
中纖得分,0,0,0,1,1
⚡⚡🦁🦁💪💪💪💪,0,0,0,0,1
好了!台電不玩了。,0,0,0,0,1
暫停,0,0,0,1,0
看中纖當機,0,0,0,0,1
臺電得分,0,0,0,1,1
中纖穩位啊,0,0,0,0,1
臺電又得分,0,0,0,1,1
暫停,0,0,0,1,0
看中纖當機,0,0,0,0,1
怡萱好球,1,0,0,0,0
新北中纖得分,0,0,0,1,1
中纖加油,0,0,0,0,1
臺電得分,0,0,0,1,1
臺電又得分,0,0,0,1,1
還好kk教練不在 😆,0,1,0,0,0
暫停,0,0,0,1,0
台電就是球給洋將,0,0,0,0,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
感覺中纖特別容易自爆 明明感覺就是蠻強的球隊，卻容易因為一波失誤送掉局數,0,0,0,1,1
中纖得分,0,0,0,1,1
阿寶好球,1,0,0,0,0
新北中纖又得分,0,0,0,1,1
臺電得分,0,0,0,1,1
臺電得分,0,0,0,1,1
欄網,0,0,0,1,0
K教練落寞好久了,0,1,0,0,0
新北中纖外援的移速真的好慢,1,0,0,0,1
中纖得分,0,0,0,1,1
台灣球隊的速度感覺洋將跟不上,0,0,0,0,1
臺電得分,0,0,0,1,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
台灣球隊很快嗎 國外節奏比較快吧,0,0,0,0,1
新北中纖得分,0,0,0,1,1
像晶華跟超跑就跟的上啊，純粹能力問題,0,0,0,0,1
臺電得分,0,0,0,1,1
中纖加油 先拿一局吧,0,0,0,0,1
中纖得分,0,0,0,1,1
挑戰,0,0,1,0,0
亞洲球隊因為身高劣勢，以速度為主才能打出成績吖,0,0,0,0,1
裁判很美,0,0,1,0,0
挑戰失敗,0,0,1,0,0
高高舉起輕輕放下,1,0,0,1,0
臺電得分,0,0,0,1,1
又得分,0,0,0,1,0
中纖穩住穩住,0,0,0,0,1
台電有電,0,0,0,0,1
中纖當機,0,0,0,0,1
局末點,0,0,0,1,0
台電⚡,0,0,0,0,1
整個大當機 中纖,0,0,0,0,1
機會球阿敏好球,1,0,0,0,0
西田和古賀結婚了,1,0,0,0,0
哈哈贏啦!台電,0,0,0,0,1
中纖得分,0,0,0,1,1
真的本期中纖的教練蠻差,0,1,0,0,1
又失誤了,0,0,0,1,0
可惜 自爆失誤,0,0,0,1,0
中纖教練沒換啊？？,0,1,0,0,1
有昨天打鯨華的既視感,0,0,0,0,1
臺電必勝,0,0,0,0,1
只有贏球才是好教練的話，那每次比完賽就有一半的教練都不好了,0,1,0,0,0
衛冕軍台電加油,0,0,0,0,1
是啊!這個球隊怎麼了?自爆,0,0,0,0,1
中纖～每球都提心吊膽,0,0,0,0,1
洋將防守太差 一直失分,0,0,0,1,0
臺電加油拼3局收工,0,0,0,0,1
⚡⚡⚡⚡,0,0,0,0,1
所以說這是教練問題,0,1,0,0,0
穩定度有問題 洋將防守有更大的問題,0,0,0,1,0
外援失常也是要換下去啦,1,0,0,0,0
球接歪離他三步她一定救不到,0,0,0,1,0
然後兩個劇球員有高度的精度不足 精細的又沒高度難攔網,1,0,0,1,0
臺電必勝,0,0,0,0,1
台電加油～第三局7分差獲勝,0,0,0,0,1
這個執行教練很有事,0,1,0,0,0
發球專門發兩個外援就好,1,0,0,1,0
臺電衝衝衝,0,0,0,0,1
臺電得分,0,0,0,1,1
有時候教練也是無奈啊 自爆又不是他的問題吧,0,1,0,0,0
中纖得分,0,0,0,1,1
中纖加油加油,0,0,0,0,1
場上球員的臨場有狀況 比較大可商榷的應該是能不能把2號換下去而已吧?,1,0,0,0,0
臺電得分,0,0,0,1,1
比賽是球員在打，她也只能盡力調度，給予戰術去突破，球員又不是機器人可以絕對做到,1,0,0,0,0
中纖得分,0,0,0,1,1
臺電得分,0,0,0,1,1
中纖加油！,0,0,0,0,1
讓童去後排算是調度...吧,0,0,0,1,0
台電gogogo,0,0,0,0,1
中纖得分,0,0,0,1,1
失誤多也不管,0,0,0,1,0
臺電得分,0,0,0,1,1
中纖加油加油,0,0,0,0,1
臺電得分,0,0,0,1,1
台電厲害,0,0,0,0,1
台電小球處理的很細膩,0,0,0,0,1
欄網,0,0,0,1,0
攔得好,0,0,0,1,0
中纖得分,0,0,0,1,1
臺電得分,0,0,0,1,1
又得分,0,0,0,1,0
暫停,0,0,0,1,0
臺電得分,0,0,0,1,1
臺電得分,0,0,0,1,1
又得分,0,0,0,1,0
中纖的比賽越來越無聊,0,0,0,0,1
界內,0,0,0,1,0
暫停,0,0,0,1,0
臺電得分,0,0,0,1,1
⚡⚡🦁🦁💪💪,0,0,0,0,1
又得分,0,0,0,1,0
中纖得分,0,0,0,1,1
臺電得分,0,0,0,1,1
中纖加油,0,0,0,0,1
惠瑩來了,1,0,0,0,0
下次挑外援要有眼光一點,1,0,0,0,0
惠瑩加油,1,0,0,0,0
又是臺電得分,0,0,0,1,1
又得分,0,0,0,1,0
煜淳以前也打副攻雙舉的,0,0,0,1,0
中纖得分,0,0,0,1,1
贏一半贏一半中纖不趕了,0,0,0,0,1
臺電得分,0,0,0,1,1
臺電得分,0,0,0,1,1
中纖感覺默契還沒有很好,0,0,0,0,1
是位置的關係嗎？感覺美菁沒有以前那麼威,1,0,0,0,0
臺電得分,0,0,0,1,1
應該是舉球配合性問題,0,0,0,1,0
臺電得分,0,0,0,1,1
不過曉佩到台電感覺表現不錯,1,0,0,0,1
以前是苡任配美菁,1,0,0,0,0
中纖這局真的輸爛,0,0,0,0,1
給球員教練多一點鼓勵吧,1,1,0,0,0
還是很希望中纖加油啦,0,0,0,0,1
今年皮皮受傷，台電已經沒有以前那麼猛了,1,0,0,0,1
中纖有機會贏的,0,0,0,0,1
中纖加油,0,0,0,0,1
再見Ace 恭喜台電、辛苦中纖了｡,0,0,0,0,1
教練表情 😆,0,1,0,0,0
鄧公式訪問,0,1,0,0,0
鄧公訪問⋯😮‍💨,0,1,0,0,0
感謝主播、講評老師、轉播團隊、辛苦兩弱球員｡🙏🙏,1,0,1,0,0
逼教練要講為什麼煜淳不是先發舉球嗎? 😆,1,1,0,1,0
:face-red-heart-shape:,0,0,0,1,0
鯨華🐳加油,0,0,0,0,1
超跑加油,0,0,0,0,1
鯨華加油啊,0,0,0,0,1
🏎🏎🏎超跑加油～,0,0,0,0,1
超跑加油,0,0,0,0,1
鯨華加油💪💙,0,0,0,0,1
🐳🐳🐳🐳🐳,0,0,0,0,1
我以為女排比賽就是女裁判 男排比賽就是男裁判？,0,0,1,0,0
🐋🐳🐋🐳🐋🐳🐋🐳,0,0,0,0,1
矮妹！,1,0,0,0,0
感覺賽程安排對台電很有利 比賽日期都比較晚 可以好好情蒐觀看對手比賽,0,0,0,0,1
矮妹好可愛,1,0,0,0,0
矮妹好可愛,1,0,0,0,0
外援配合不好,1,0,0,0,0
瓈文怎麼沒打了，我好喜歡她,1,0,0,0,0
瓈文去日本了,1,0,0,0,0
魚丸攔到耶,1,0,0,1,0
淡水魚丸,1,0,0,0,0
鱼丸得分！,0,0,0,1,0
苡任加油,1,0,0,0,0
超跑加油,0,0,0,0,1
苡任~~,1,0,0,0,0
超跑1号是新人吗,0,0,0,0,1
苡任今天馬尾可愛,1,0,0,0,0
苡任的腮紅是不是太紅了哈哈哈哈,1,0,0,0,0
花椰菜小黑發球,0,0,0,1,0
超跑13號是黑人嗎？,0,0,0,0,1
超跑1號今年剛加入,0,0,0,0,1
苡任好球啊,1,0,0,0,0
水喔水喔～書荷讚,1,0,0,0,0
書荷好像超跑13號,1,0,0,0,1
是瓈文:virtualhug:,1,0,0,0,0
超跑加油阿,0,0,0,0,1
超跑亂亂的,0,0,0,0,1
超跑氣氛是不是怪怪的,0,0,0,0,1
超跑加油啊，克服亂流!,0,0,0,0,1
超跑感覺都各打各的,0,0,0,0,1
失誤太多嚕,0,0,0,1,0
這幾個禮拜都沒看到台電，怪怪的,0,0,0,0,1
舉球太爛,0,0,0,1,0
超跑舉球心臟太小,0,0,0,1,1
台電輪空,0,0,0,0,1
賽程根本有利台電情蒐,0,0,0,0,1
你又不是球員講話幹嘛這樣,1,0,0,0,0
黃素琴好正:virtualhug:,1,0,0,0,0
鯨華加油！🐳🐋🐳🐋,0,0,0,0,1
接球不穩,0,0,0,1,0
素琴要判斷一下啊,1,0,1,0,0
超跑接球都在互搶,0,0,0,1,1
超跑接發到底發生什麼事,0,0,0,1,1
男主播....一直認錯球員,1,0,1,0,0
唷 傳說中的6號上場得分了耶,0,0,0,1,0
台北鯨華gogogo,0,0,0,0,1
好少看到歆媛打攻擊,1,0,0,1,0
外援也是都搞錯名字,1,0,0,0,0
陳潔上來防守,1,0,0,1,0
男主播............裁判手勢也看不懂???,0,0,1,0,0
超跑少了書荷和阿非真的差超多,1,0,0,0,1
🐋🐋🐋💪💪💪,0,0,0,0,1
超跑第一局好多失誤啊,0,0,0,1,1
輪轉怎樣錯誤,0,0,0,1,0
鯨華開賽到現在論轉兩次有問題了,0,0,0,0,1
前後排吧XD,0,0,0,1,0
主播也看不懂..,0,0,1,0,0
超跑現在有高師大的學生嗎？,0,0,0,0,1
🐋🐳🐋🐳🐋🐳🐋,0,0,0,0,1
忽然懷念超跑第一屆球員，雖然人少但質量高,1,0,0,0,1
超跑第一屆是誰,0,0,0,0,1
超跑第一代是全中山工商班底，看了會掉眼淚的老師級陣容，不過新老磨合的不是很完整有點可惜，當時最大的亮點依然是98學年度的HVL MVP陳詩婷產後復出,1,0,0,0,1
🐳🐋🐳🐋🐳🐋,0,0,0,0,1
鯨華頭巾美女史黛西:virtualhug: 今天沒來嗎?,0,0,0,0,1
🐳🐋🐳🐋,0,0,0,0,1
陳詩婷的快攻真的好看👍,0,0,0,1,0
還有🐳鷹眼小編,0,0,1,0,1
鯨華頭巾美女史黛西 上周一直被捕捉,0,0,0,0,1
🐋🐳 yeah!!,0,0,0,0,1
鯨華超用心小編們基本上一定都是每場都到,0,0,0,0,1
鯨華加油,0,0,0,0,1
鯨華衝衝衝,0,0,0,0,1
2056 watching,0,0,0,1,0
苡任真的超可愛==😍,1,0,0,0,0
黃素琴🥰,1,0,0,0,0
"去年鯨華那位打到受傷的洋將,今年還有來嗎?",0,0,0,0,1
去年鯨華為一的一位楊將,0,0,0,0,1
鯨華的cover也很好啊,0,0,0,0,1
去年鯨華就只有他一位洋將,0,0,0,0,1
去年鯨華有兩位,0,0,0,0,1
期待書荷對上前東家✅,1,0,0,0,0
那今年鯨華不就只有一位外援?,1,0,0,0,1
還有剛剛鏡頭那位gabi,1,0,0,0,0
還有中間手Gabi啊哈哈,1,0,0,0,0
今天超跑沒上周強,0,0,0,0,1
詩晴沒踏取到吧,1,0,0,0,0
先問過一輪再挑戰,0,0,1,0,0
可慧其實都舉得很好ㄟ,1,0,0,1,0
該轉戰舉球了吧(?),0,0,0,1,0
全台最高舉球（？,0,0,0,1,0
可慧移動那麼慢...是要舉給鬼,1,0,0,1,0
書荷加進去 攻擊點位超多,1,0,0,1,0
🐋🐳🐋🐳🐋🐳🐋,0,0,0,0,1
黃素琴,1,0,0,0,0
超跑今天防守不在狀態內 Carla 感覺有傷沒發揮,1,0,0,1,1
感覺超跑舉給外援快攻可以再高一點,1,0,0,1,1
超跑教練為啥眼神這麼厭世XD,0,1,0,0,1
Bia今年還在、又加入書荷，鯨華今年很有機會,1,0,0,0,1
超跑今天很低迷,0,0,0,0,1
看到那麼多失誤也很難不厭世吧xd,0,0,0,1,0
ㄟ剛剛誰在那裏偷臭可慧的 可慧接球常常嗆斯歐,1,0,0,1,0
鯨華狀態好的話 這幾個攻擊手真的都很強,0,0,0,1,1
上禮拜也看他一直在臭選手 不要理會就好,1,0,0,0,0
今天輪轉換人到底是怎樣啦！！,0,0,0,1,0
誰偷臭?k教練嗎?🤣,0,1,0,0,0
今天輪轉換人到底是怎樣啦！！,0,0,0,1,0
K 教練是刷存在啦,0,1,0,0,0
黃素琴,1,0,0,0,0
老實說我覺得巒舉得比較好,0,0,0,1,0
黃素琴:virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:,1,0,0,0,0
黃素琴,1,0,0,0,0
超跑外援表示🤷,1,0,0,0,1
書荷好厲害,1,0,0,0,0
超跑外援今天不知道在幹嘛,1,0,0,0,1
書荷應該可以多放給自由球員接 不然感覺好累喔,1,0,0,1,0
但書荷體力好像很好？,1,0,0,0,0
超跑教練氣氛中,0,1,0,0,1
超跑今天很不積極,0,0,0,0,1
教練森77,0,1,0,0,0
超跑教練常常呈現一個心很累的狀態😂,0,1,0,0,1
素琴最會帶氣氛:washhands:,1,0,0,0,0
超跑的接發...,0,0,0,1,1
黃素琴😘,1,0,0,0,0
超跑教練是揮文嗎,0,1,0,0,1
超跑現在攻擊點沒幾個........,0,0,0,1,1
早就該讓佳茵上來一起防守了,1,0,0,1,0
佳茵防守算有經驗的了,1,0,0,1,0
佳茵上去等於少一個攻擊點,1,0,0,1,0
超跑是鄭名峰教練,0,1,0,0,1
🐳,0,0,0,0,1
超跑每個人都在神遊,0,0,0,0,1
失誤一堆,0,0,0,1,0
超跑失誤真的對我,0,0,0,1,1
超跑今天軍心渙散,0,0,0,0,1
佳茵去年打自由啊，防守肯定能幫忙上的,1,0,0,1,0
感覺超跑已經不想打了,0,0,0,0,1
超跑的接發一直都是問題,0,0,0,1,1
書荷無情對老東家撒鹽,1,0,0,0,0
超跑今天接發整個一團糟,0,0,0,1,1
打到鯨華超跑就當機,0,0,0,0,1
超跑教練氣氛持續醞釀中,0,1,0,0,1
超跑 not happy,0,0,0,0,1
書荷也太開心...,1,0,0,0,0
這救球在幹嘛...,0,0,0,1,0
超跑只剩蔡又群獨撐大局...........,0,0,0,0,1
超跑教練已經說不出話了😂,0,1,0,0,1
超跑接球很爛,0,0,0,1,1
書荷：還好我換隊惹,1,0,0,0,0
超跑整個打悶掉 好慘,0,0,0,0,1
佳茵掛攻擊手只是用來做防守球員，讓場上有兩個以上自由能力的人鞏固接防，缺點是攻擊點變少，上屆中山工商可以靠一隻中間一隻大砲，把後排擺滿自由球員。,1,0,0,1,0
超跑 team spirit gone,0,0,0,0,1
書荷到鯨華後笑容變好多,1,0,0,0,1
書荷打的好起勁喔,1,0,0,0,0
超跑每年請那麼多洋將結果還是打不起來,0,0,0,0,1
書荷很漂亮,1,0,0,0,0
書荷還好我換隊了,1,0,0,0,0
教練培養本土有意見嗎？,0,1,0,0,0
超跑防守,0,0,0,1,1
重點超跑攻擊手今天也發揮不起來 後排多防守根本沒用,0,0,0,1,1
書荷到鯨華笑容變多+ㄅ,1,0,0,0,1
鯨華超嗨,0,0,0,0,1
我也覺得書荷到超跑笑容比較多,1,0,0,0,1
真的要講我只覺得超跑素琴進步最大,1,0,0,0,1
鯨華啦打錯😂,0,0,0,0,1
超跑剩幼群可攻擊？,1,0,0,1,1
超跑年輕的球員本來就比較多 甚至素琴還是素人,1,0,0,0,1
教練還是耐心給本土累積經驗有什麼問題嗎？,0,1,0,0,0
陳佳蔓🤩,1,0,0,0,0
佳蔓跟書荷真的是有點像😂,1,0,0,0,0
素琴今年進步很多,1,0,0,0,0
陳佳蔓❤,1,0,0,0,0
超跑啦啦隊…..,0,0,0,0,1
原本以為是55波 沒想到超跑潰不成軍,0,0,0,0,1
書荷在超跑的時候超肝,1,0,0,0,1
請問超跑的阿飛跟陳怡如怎麼都沒上場呢?,1,0,0,0,1
阿飛受傷 陳怡如下場休息,1,0,0,0,0
超跑今天的狀態應該連愛山林都打不贏,0,0,0,0,1
黃素琴❤,1,0,0,0,0
Carla!,1,0,0,0,0
santos發球👍,0,0,0,1,0
現在全明星的黃隊找阿非隊長，藍隊找臺北鯨華，這樣的實力真的不分軒輊,0,0,0,0,1
